LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
JPN-2010,21.7,7.3,19.1,44.8,79.5,197.5,25.3,19.5,3.5,1732.9
JPN-2011,21.4,7.3,18.5,46.4,79.6,208.7,25.5,20.1,3.6,1728.2
JPN-2012,19.5,7.2,17.5,46.6,79.8,218.6,23.7,20.7,3.7,1745.1
JPN-2013,19.2,7.4,16.3,47.3,80.9,231.8,24.1,19.3,3.5,1733.6
JPN-2014,18.0,7.1,15.0,48.2,81.6,235.0,24.7,19.6,3.2,1729.3
JPN-2015,17.0,7.2,14.2,49.5,82.3,245.5,23.8,18.2,3.1,1719.3
JPN-2016,15.6,7.2,13.2,50.5,83.3,234.5,25.4,18.3,3.0,1713.5
JPN-2017,15.2,7.2,12.4,51.4,84.0,238.0,25.9,17.7,2.9,1708.6
JPN-2018,15.0,7.2,11.8,51.9,85.3,252.4,26.7,17.8,3.7,1680.2
JPN-2019,14.6,7.1,11.3,52.7,86.0,252.4,27.2,16.7,3.7,1643.8
KOR-1990,9.0,9.1,23.0,28.9,80.9,91.8,25.1,20.4,0.3,1761.3
KOR-1991,8.6,8.8,29.8,13.6,81.6,100.1,25.3,20.4,0.3,2358.0
KOR-1992,9.7,8.9,28.0,14.4,82.3,107.6,25.5,34.7,0.3,2272.0
KOR-1993,11.6,8.7,29.8,14.5,83.3,109.1,23.7,20.4,0.4,2359.0
KOR-1994,11.9,9.1,30.0,14.8,84.0,110.4,24.1,20.4,0.4,2346.0
KOR-1995,12.7,8.9,40.2,14.9,80.2,119.5,24.7,35.2,2.1,2370.0
KOR-1996,15.2,9.1,42.0,15.7,84.0,124.9,23.8,20.4,2.2,2345.0
KOR-1997,16.3,8.9,37.9,16.3,80.2,122.3,25.4,20.4,2.3,2387.0
KOR-1998,22.7,8.7,33.6,22.5,76.1,108.6,24.3,30.7,2.6,2365.0
KOR-1999,18.9,9.2,32.6,23.1,74.6,122.0,39.0,20.4,2.5,2356.0
KOR-2000,17.5,8.9,31.8,23.8,75.4,127.4,40.4,20.4,2.5,2370.0
KOR-2001,18.9,8.5,30.5,24.8,75.7,133.2,41.7,26.1,2.3,2362.0
KOR-2002,23.9,9.2,29.3,25.9,76.1,135.3,43.1,20.4,2.3,2329.0
KOR-2003,29.7,9.3,26.8,29.4,76.4,148.6,44.5,20.4,2.5,2357.0
KOR-2004,31.2,9.3,25.6,30.4,76.7,155.0,45.4,20.4,2.0,2350.0
KOR-2005,31.6,9.0,24.4,31.6,76.8,167.8,46.6,25.9,2.1,2369.0
KOR-2006,27.8,9.2,23.1,33.1,77.3,178.4,47.7,20.4,2.2,2352.0
KOR-2007,30.3,9.3,21.8,34.8,77.2,200.5,49.0,24.0,2.3,2360.0
KOR-2008,30.3,9.5,20.6,36.7,77.1,226.9,50.0,26.3,2.1,2387.0
KOR-2009,35.3,8.9,19.4,38.5,76.2,233.4,50.7,25.6,2.2,2392.0
KOR-2010,35.0,8.9,19.1,39.0,76.3,258.4,30.4,22.9,2.0,2348.0
KOR-2011,34.7,8.9,18.5,40.4,76.8,276.2,31.0,23.2,2.4,2243.1
KOR-2012,30.3,9.0,17.5,41.7,77.1,296.7,32.4,21.6,2.4,2285.3
KOR-2013,29.8,8.7,16.3,43.1,77.4,304.6,33.5,19.9,2.5,2233.4
KOR-2014,27.6,8.9,15.0,44.5,77.5,321.2,34.1,20.0,2.6,2076.0
KOR-2015,26.8,9.1,14.2,45.4,77.5,356.4,35.2,17.3,2.8,2083.0
KOR-2016,25.5,8.7,13.2,46.6,77.4,378.9,36.7,18.4,2.8,2068.0
KOR-2017,23.8,8.7,12.4,47.7,77.4,391.9,38.7,17.5,2.7,2018.0
KOR-2018,25.5,8.5,11.8,49.0,77.6,424.2,39.7,17.5,2.9,1993.0
KOR-2019,25.4,8.3,11.3,50.0,77.7,440.3,40.3,16.4,12.2,1967.0
KOR-2020,24.1,7.9,10.6,50.7,77.0,460.4,37.8,15.9,2.2,1908.0
LTU-1990,29.3,9.3,16.3,30.4,76.8,212.2,39.0,20.4,2.3,1761.3
LTU-1991,33.9,9.3,15.0,31.0,77.3,127.4,40.4,28.0,2.6,1761.3
LTU-1992,38.9,9.3,14.2,32.4,77.2,133.2,41.7,26.0,2.5,1761.3
LTU-1993,47.0,9.3,13.2,33.5,77.1,135.3,43.1,27.0,2.5,1761.3
LTU-1994,50.8,9.3,12.4,34.1,76.2,148.6,44.5,27.0,2.3,1761.3
LTU-1995,51.1,7.9,22.3,35.2,76.3,155.0,45.4,27.0,2.3,1527.0
LTU-1996,52.0,7.9,22.7,36.7,76.8,167.8,46.6,27.0,2.5,1525.0
LTU-1997,48.8,8.7,21.7,38.7,77.1,178.4,47.7,26.0,2.0,1530.0
LTU-1998,47.3,8.0,19.5,39.7,77.4,200.5,49.0,26.0,2.1,1571.4
LTU-1999,46.8,8.6,18.0,40.3,77.5,226.9,50.0,25.0,2.2,1524.1
LTU-2000,49.3,9.7,25.4,41.7,77.5,233.4,50.7,26.0,2.3,1630.2
LTU-2001,46.7,10.5,21.2,28.9,89.4,258.4,30.4,25.0,2.1,1617.0
LTU-2002,46.8,11.1,23.3,28.9,88.9,276.2,31.0,25.0,2.2,1591.3
LTU-2003,43.8,11.3,29.8,28.9,86.9,296.7,32.4,25.0,2.0,1576.9
LTU-2004,41.9,12.2,29.8,28.9,86.7,304.6,33.5,23.0,2.4,1658.8
LTU-2005,40.3,12.5,12.5,26.5,88.3,321.2,34.1,22.0,0.2,1659.1
LTU-2006,32.0,13.2,11.7,26.8,89.1,120.6,35.2,22.5,0.2,1654.9
LTU-2007,31.6,13.9,11.1,28.9,89.4,121.8,36.7,20.7,0.2,1681.0
LTU-2008,34.3,13.9,9.4,30.4,88.9,139.3,38.7,18.1,0.2,1707.3
LTU-2009,35.1,13.1,8.7,31.0,86.9,131.3,39.7,20.4,0.3,1645.0
LTU-2010,32.2,13.5,8.1,32.4,86.7,139.1,40.3,20.4,0.3,1696.7
LTU-2011,32.9,14.7,7.1,33.5,88.3,153.4,14.7,12.4,0.3,1674.2
LTU-2012,30.1,14.7,6.7,34.1,88.2,182.1,14.7,11.5,0.3,1672.3
LTU-2013,35.4,14.5,6.6,35.2,88.6,198.7,14.5,11.2,0.3,1657.5
LTU-2014,30.4,14.2,8.8,36.7,89.4,203.8,14.2,11.2,0.3,1649.9
LTU-2015,29.6,14.0,8.6,38.7,89.6,221.2,14.0,12.3,0.4,1673.2
LTU-2016,27.3,13.2,7.5,39.7,91.0,245.3,13.2,14.3,0.4,1694.3
LTU-2017,25.0,12.3,7.2,40.3,90.7,263.7,12.3,16.8,0.5,1656.9
LTU-2018,22.9,11.2,7.0,41.7,91.0,273.7,11.2,20.4,16.2,1664.0
LTU-2019,22.2,11.1,6.7,43.1,91.3,312.3,11.1,13.4,16.7,1665.4
LTU-2020,20.3,11.4,6.4,44.1,89.9,297.3,11.4,12.1,3.7,1594.9
LUX-1990,18.4,15.3,9.4,33.1,88.2,36.4,15.3,11.3,0.1,1761.3
LUX-1991,20.5,14.4,8.7,34.8,88.6,38.8,14.4,10.8,0.1,1761.3
LUX-1992,15.6,14.3,8.1,36.7,89.4,42.3,14.3,10.4,0.1,1761.3
LUX-1993,16.3,13.9,7.1,38.5,89.6,45.3,13.9,10.2,0.1,1761.3
LUX-1994,19.3,13.7,6.7,39.0,91.0,54.1,13.7,10.1,0.1,1761.3
LUX-1995,15.6,13.7,6.6,40.4,90.7,55.5,13.7,9.3,0.1,1615.0
LUX-1996,18.1,13.4,8.8,41.7,91.0,55.7,13.4,9.8,19.7,1593.0
LUX-1997,20.0,13.2,8.6,43.1,84.5,59.5,13.2,28.2,19.9,1600.0
LUX-1998,15.2,13.0,7.5,44.5,84.7,64.0,13.0,25.9,20.2,1599.0
LUX-1999,16.6,13.0,7.2,45.4,85.1,100.3,13.0,20.4,0.2,1598.0
LUX-2000,15.0,13.4,7.0,46.6,85.0,211.4,13.4,20.4,0.2,1605.0
LUX-2001,17.4,13.3,11.3,47.7,85.0,219.8,13.3,25.5,0.4,1593.0
LUX-2002,20.1,13.1,10.6,49.0,84.8,246.2,50.7,20.4,0.4,1588.0
LUX-2003,11.0,12.7,16.3,50.0,84.9,257.7,30.4,24.5,0.5,1586.0
LUX-2004,13.8,12.5,15.0,50.7,84.0,271.3,31.0,20.4,0.6,1586.0
LUX-2005,10.7,12.3,34.1,30.4,84.0,279.5,32.4,23.8,0.6,1567.0
LUX-2006,13.8,12.4,34.5,24.0,85.2,301.9,33.5,20.4,0.5,1567.0
LUX-2007,16.6,12.2,34.3,26.5,84.5,273.6,34.1,20.4,0.6,1581.0
LUX-2008,8.7,12.0,32.1,27.7,84.7,233.9,35.2,22.4,0.5,1581.0
LUX-2009,9.6,11.9,22.7,34.8,85.1,276.3,36.7,20.4,1.1,1518.0
LUX-2010,10.5,11.9,22.3,35.5,85.0,288.2,38.7,18.7,1.2,1521.0
LUX-2011,10.7,11.8,22.7,37.0,85.0,277.2,39.7,20.4,1.2,1520.0
LUX-2012,9.6,11.8,21.7,39.1,84.8,235.9,40.3,17.3,1.3,1514.0
LUX-2013,7.6,11.4,19.5,40.7,84.9,244.1,34.3,20.4,1.1,1506.0
LUX-2014,12.2,11.6,18.0,45.9,84.6,242.6,48.0,18.2,1.0,1512.0
LUX-2015,11.5,11.5,25.4,39.8,84.8,239.2,14.7,17.5,1.1,1519.0
LUX-2016,7.5,11.4,21.2,42.9,85.7,249.7,14.7,16.2,1.1,1518.0
LUX-2017,8.7,11.3,23.3,40.3,86.3,249.1,14.5,16.3,1.1,1508.0
LUX-2018,8.2,11.1,22.8,43.9,85.7,261.1,14.2,15.7,21.5,1509.0
LUX-2019,10.9,11.0,24.9,51.6,85.6,250.6,14.0,16.1,21.6,1507.0
LVA-1990,28.4,6.7,20.8,45.9,83.2,212.2,13.2,14.9,3.7,1761.3
LVA-1991,30.7,6.7,17.9,39.8,82.2,124.3,12.3,14.0,3.7,1761.3
LVA-1992,37.6,6.9,17.0,42.9,82.4,130.5,11.2,13.1,3.7,1761.3
LVA-1993,45.2,8.0,15.7,40.3,83.3,138.6,11.1,12.5,3.7,1761.3
LVA-1994,42.9,9.6,15.6,43.9,83.9,133.9,11.4,12.0,3.7,1761.3
LVA-1995,43.1,9.1,15.9,28.9,86.6,155.0,15.3,11.3,0.0,1867.1
LVA-1996,38.9,8.4,15.4,17.0,87.8,161.5,14.4,10.3,0.0,1865.5
LVA-1997,37.6,8.4,14.1,16.0,87.4,147.9,14.3,24.1,0.0,1861.2
LVA-1998,35.6,8.9,13.2,17.2,83.5,156.9,13.9,20.4,0.0,1860.0
LVA-1999,32.7,8.8,11.4,17.8,79.6,144.0,13.7,20.4,0.1,1861.5
LVA-2000,33.8,7.1,12.1,18.2,80.7,166.8,13.7,20.4,0.1,1864.6
LVA-2001,30.9,6.7,10.9,17.8,83.2,112.5,13.4,12.4,0.1,1872.5
LVA-2002,29.7,7.4,17.9,18.9,82.2,123.8,13.2,11.5,0.2,1841.7
LVA-2003,26.7,8.2,17.0,17.9,82.4,124.3,13.0,11.2,0.1,1836.0
LVA-2004,24.8,8.8,15.7,19.8,83.3,130.5,13.0,11.2,0.2,1802.2
LVA-2005,25.1,9.9,15.6,20.3,83.9,138.6,13.4,12.3,0.1,1842.1
LVA-2006,21.6,10.4,15.9,20.9,86.6,133.9,13.3,14.3,0.2,1829.0
LVA-2007,20.4,12.1,15.4,22.2,87.8,155.0,34.3,16.8,0.1,1793.6
LVA-2008,23.7,11.8,14.1,24.8,87.4,161.5,48.5,20.4,0.1,1751.1
LVA-2009,23.6,9.9,13.2,25.8,83.5,147.9,13.0,13.4,0.1,1707.3
LVA-2010,20.1,9.8,11.4,26.9,80.7,156.9,13.4,12.1,0.2,1692.4
LVA-2011,20.5,10.1,12.1,27.7,84.4,144.0,13.3,11.3,0.1,1707.0
LVA-2012,20.9,10.2,10.9,29.2,86.2,166.8,50.7,10.8,0.1,1691.6
LVA-2013,18.2,10.4,10.6,31.0,85.2,178.0,30.4,10.4,0.1,1685.9
LVA-2014,18.4,10.6,13.3,30.2,84.2,187.1,31.0,10.2,0.1,1695.3
LVA-2015,18.6,10.8,12.2,31.6,85.8,208.2,32.4,10.1,0.1,1663.2
LVA-2016,17.7,11.3,11.3,33.4,87.2,253.0,33.5,9.3,0.1,1663.8
LVA-2017,17.3,10.9,12.4,33.9,87.6,253.5,34.1,9.8,0.1,1649.9
LVA-2018,14.7,11.0,12.4,33.9,89.1,263.1,35.2,28.2,15.8,1661.3
LVA-2019,14.4,11.6,11.6,35.7,89.3,283.4,36.7,25.9,16.4,1631.0
LVA-2020,14.9,12.1,10.5,37.8,86.8,283.3,38.7,20.4,3.7,1576.9
MEX-1990,3.6,4.9,20.8,45.9,82.0,212.2,39.7,20.4,0.1,1761.3
MEX-1991,3.6,4.8,17.9,39.8,82.5,233.9,40.3,25.5,0.1,2113.0
MEX-1992,3.8,5.3,17.0,42.9,80.9,276.3,34.3,20.4,0.1,2104.0
MEX-1993,3.9,5.2,15.7,40.3,80.9,288.2,48.0,24.5,0.1,2112.0
MEX-1994,4.3,5.2,15.6,43.9,81.2,277.2,14.7,20.4,0.1,2146.0
MEX-1995,4.4,5.1,15.9,28.9,81.4,235.9,14.7,23.8,0.1,2161.0
MEX-1996,4.1,5.3,15.4,28.9,83.9,244.1,14.5,20.4,0.1,2192.0
MEX-1997,4.3,4.8,14.1,13.2,84.2,242.6,14.2,20.4,0.1,2241.0
MEX-1998,4.2,4.9,13.2,13.5,83.2,239.2,14.0,22.4,0.1,2168.0
MEX-1999,4.1,4.9,11.4,13.2,82.0,249.7,13.2,20.4,0.1,2242.0
MEX-2000,4.4,5.2,12.1,14.6,82.5,113.5,12.3,18.7,0.1,2174.0
MEX-2001,4.6,5.0,10.9,15.1,80.9,126.1,11.2,20.4,0.1,2146.0
MEX-2002,4.4,4.9,70.0,15.4,80.9,134.8,11.1,17.3,0.2,2196.0
MEX-2003,4.7,5.0,70.1,15.6,81.2,155.0,11.4,20.4,0.2,2143.0
MEX-2004,4.7,5.0,68.6,16.6,81.4,164.7,15.3,18.2,0.2,2123.0
MEX-2005,5.0,5.0,71.8,12.7,83.9,168.9,14.4,17.5,0.2,2105.0
MEX-2006,4.6,5.2,71.0,13.3,84.2,176.8,14.3,16.2,0.2,2067.0
MEX-2007,4.5,4.1,70.4,13.6,83.8,182.8,13.9,16.3,0.2,2045.0
MEX-2008,4.7,4.0,70.1,13.7,83.7,181.3,13.7,15.7,0.3,2105.0
MEX-2009,5.0,4.3,68.7,14.3,82.2,181.0,13.7,16.1,0.4,1973.0
MEX-2010,4.9,4.0,67.9,14.7,81.0,165.9,13.4,14.9,0.3,2150.0
MEX-2011,5.2,4.0,66.9,15.0,81.0,160.1,13.2,14.0,0.3,2121.0
MEX-2012,4.9,3.9,66.0,15.7,81.1,168.8,13.0,13.1,0.3,2120.0
MEX-2013,5.2,3.8,65.2,16.2,80.9,170.9,36.5,12.5,0.4,2136.0
MEX-2014,5.6,4.0,64.9,16.0,80.2,174.9,36.4,12.0,0.4,2134.1
MEX-2015,5.5,4.3,64.3,16.3,80.0,186.1,38.3,11.3,0.4,2139.9
MEX-2016,5.4,4.4,63.4,16.8,79.8,196.2,37.9,10.3,0.4,2145.9
MEX-2017,5.5,4.7,62.3,17.4,80.0,198.7,38.9,24.1,0.4,2148.5
MEX-2018,5.5,4.8,60.9,18.0,79.7,206.1,40.5,7.7,0.4,2149.4
MEX-2019,5.7,4.9,60.2,18.3,79.7,207.2,40.5,20.4,7.5,2138.9
MEX-2020,6.3,3.9,58.4,19.4,76.3,209.3,42.3,7.4,3.7,2123.5
NLD-1990,10.3,9.9,45.2,19.2,81.4,144.7,44.1,37.0,5.6,1454.0
NLD-1991,11.3,10.0,43.7,19.6,84.6,145.8,44.8,38.0,5.8,1444.0
NLD-1992,11.0,10.0,42.1,20.9,83.7,133.6,36.5,37.0,5.8,1451.0
NLD-1993,10.5,9.7,29.8,28.9,84.0,132.8,36.4,36.0,6.1,1440.0
NLD-1994,10.6,9.7,40.2,21.4,81.9,141.2,38.3,37.0,6.2,1447.0
NLD-1995,10.0,9.8,38.8,22.0,82.8,152.3,37.9,36.0,7.0,1481.6
NLD-1996,10.4,9.9,29.8,28.9,84.0,193.6,38.9,36.0,6.9,1496.5
NLD-1997,10.3,10.1,29.8,28.9,84.0,191.3,40.5,36.0,6.8,1482.0
NLD-1998,9.9,9.9,35.7,24.2,85.4,238.3,40.5,35.0,7.5,1478.7
NLD-1999,9.8,10.1,29.8,28.9,84.0,259.9,42.3,34.0,7.5,1477.2
NLD-2000,9.6,10.1,35.1,23.4,86.3,284.3,44.1,32.0,7.5,1464.1
NLD-2001,9.3,10.0,34.9,23.2,86.3,302.8,44.8,28.8,7.3,1454.1
NLD-2002,9.8,9.8,32.2,25.0,86.5,340.8,44.8,27.6,7.8,1436.4
NLD-2003,9.4,9.7,30.8,27.5,85.9,339.9,34.3,26.7,8.1,1427.8
NLD-2004,9.3,9.6,29.1,29.5,85.3,377.2,46.5,25.4,8.2,1447.9
NLD-2005,9.6,9.6,28.2,30.1,85.6,388.7,44.9,25.2,8.2,1433.6
NLD-2006,9.3,9.6,27.6,30.2,86.4,213.4,46.5,25.2,11.4,1430.4
NLD-2007,8.2,9.6,26.8,30.8,87.7,222.2,45.5,23.1,11.4,1429.2
NLD-2008,8.6,9.7,26.7,32.2,88.3,259.2,46.9,23.3,11.6,1428.6
NLD-2009,9.1,9.4,26.6,32.8,88.1,254.8,47.2,22.6,12.6,1420.0
NLD-2010,9.4,9.1,27.0,32.4,87.5,254.1,48.2,20.9,12.8,1419.6
NLD-2011,9.7,9.0,27.7,32.0,87.2,270.3,48.2,20.8,13.1,1420.2
NLD-2012,10.3,9.1,26.6,34.4,87.6,291.8,47.9,18.4,13.1,1410.5
NLD-2013,10.8,8.7,24.2,33.9,88.0,316.4,45.6,18.5,13.1,1414.7
NLD-2014,10.6,8.4,24.1,34.4,87.7,318.2,48.2,19.1,13.1,1425.6
NLD-2015,10.7,8.3,23.6,35.3,88.2,312.6,47.4,19.0,13.3,1425.8
NLD-2016,10.8,8.2,22.9,36.0,88.4,326.5,47.6,18.0,13.3,1437.3
NLD-2017,10.8,8.3,21.6,37.2,88.8,327.4,42.6,16.8,13.5,1436.8
NLD-2018,10.2,8.3,21.0,38.3,89.6,333.6,34.3,15.5,16.2,1436.1
NLD-2019,10.0,8.2,20.4,40.4,89.7,332.6,24.8,15.4,16.1,1438.5
NLD-2020,10.0,7.2,19.0,42.6,89.5,316.5,25.3,14.4,3.7,1406.9
NOR-1990,16.0,5.0,29.8,28.9,84.0,84.2,34.3,35.0,1.9,1492.8
NOR-1991,16.5,4.9,20.9,24.8,90.0,84.7,27.4,34.0,1.9,1490.2
NOR-1992,14.7,4.7,21.0,25.3,88.9,85.7,28.6,35.0,1.8,1499.6
NOR-1993,13.9,4.6,29.8,28.9,84.0,89.4,30.2,37.0,1.7,1496.8
NOR-1994,12.6,4.7,19.3,27.4,88.2,92.5,30.8,33.0,1.7,1494.9
NOR-1995,12.9,4.8,18.8,28.6,88.9,101.0,32.2,33.0,1.7,1478.3
NOR-1996,12.0,5.0,19.3,30.2,87.7,110.5,32.8,33.0,1.9,1473.6
NOR-1997,12.6,5.3,19.4,30.8,88.2,148.8,32.4,34.0,1.8,1468.4
NOR-1998,12.7,5.2,18.1,32.2,88.4,154.0,32.0,33.0,2.0,1466.6
NOR-1999,13.5,5.5,17.9,32.8,88.8,161.3,34.4,32.0,2.3,1465.5
NOR-2000,12.4,5.7,17.6,32.4,89.6,177.2,33.9,32.0,2.0,1448.1
NOR-2001,12.6,5.5,18.1,32.0,89.7,174.7,34.4,30.0,2.1,1424.0
NOR-2002,11.2,5.9,17.6,34.4,84.0,199.6,42.0,29.0,2.4,1411.8
NOR-2003,11.3,6.0,17.8,33.9,84.0,199.6,30.8,26.0,2.6,1401.0
NOR-2004,11.9,6.2,29.8,34.4,84.0,213.1,32.2,26.0,2.3,1423.1
NOR-2005,11.7,6.4,22.8,35.3,88.8,217.5,32.8,25.0,2.0,1428.5
NOR-2006,11.7,6.5,21.1,36.0,89.1,226.2,32.4,24.0,2.0,1426.4
NOR-2007,10.6,6.6,21.1,37.2,90.4,240.1,32.0,22.0,2.0,1438.3
NOR-2008,10.7,6.8,19.3,38.3,90.5,248.4,46.0,21.0,1.9,1443.0
NOR-2009,12.1,6.7,19.3,36.7,90.2,247.4,34.3,21.0,2.3,1421.8
NOR-2010,11.4,6.6,19.4,37.3,90.4,248.7,34.3,19.0,2.0,1429.8
NOR-2011,12.2,6.4,18.1,38.1,90.5,263.5,34.3,17.0,2.2,1434.7
NOR-2012,10.4,6.2,17.9,38.6,90.3,270.3,46.0,16.0,2.1,1431.1
NOR-2013,11.0,6.2,17.6,39.8,89.5,279.3,24.1,15.0,2.2,1421.3
NOR-2014,10.8,6.1,18.1,41.8,89.9,285.2,23.6,13.0,2.4,1424.1
NOR-2015,11.4,6.0,17.6,42.7,89.2,281.8,22.9,13.0,2.5,1426.6
NOR-2016,11.8,6.0,17.8,43.0,88.8,293.1,21.6,12.0,2.7,1430.0
NZL-1990,14.1,10.3,43.4,28.9,78.1,66.2,21.0,28.0,0.2,1809.0
NZL-1991,13.8,9.9,44.4,24.8,80.1,69.6,20.4,26.0,0.3,1792.0
NZL-1992,14.6,9.8,43.6,25.3,81.2,85.9,19.0,27.0,0.4,1799.0
NZL-1993,12.6,9.3,29.8,28.9,84.0,99.6,34.3,27.0,0.4,1853.0
NZL-1994,14.8,9.5,42.7,27.4,82.7,101.4,20.9,27.0,0.4,1848.0
NZL-1995,15.2,9.3,40.9,28.6,81.5,107.6,21.0,27.0,0.5,1841.0
NZL-1996,14.7,8.8,29.8,30.2,84.0,112.6,34.3,26.0,0.5,1834.0
NZL-1997,15.1,8.7,39.6,30.8,82.4,115.5,19.3,26.0,0.5,1826.0
NZL-1998,15.5,8.7,38.6,32.2,81.5,123.0,18.8,25.0,0.5,1829.0
NZL-1999,13.7,8.9,38.0,32.8,81.9,125.6,19.3,26.0,0.5,1845.0
NZL-2000,12.3,8.9,36.8,32.4,82.2,129.5,19.4,25.0,0.5,1836.0
NZL-2001,13.5,8.7,35.5,32.0,83.6,149.9,18.1,25.0,0.5,1825.0
NZL-2002,12.3,9.1,34.4,34.4,83.0,149.5,17.9,25.0,0.5,1826.0
NZL-2003,13.3,8.9,33.1,33.9,82.7,146.2,17.6,23.0,0.4,1823.0
NZL-2004,12.4,9.1,32.9,34.4,83.4,148.4,18.1,22.0,0.5,1830.0
NZL-2005,12.7,9.3,31.6,28.9,84.1,156.0,17.6,22.5,0.5,1815.0
NZL-2006,12.7,9.3,31.1,28.9,84.5,169.3,17.8,20.7,0.5,1795.0
NZL-2007,11.9,9.2,28.9,38.3,83.7,155.5,34.3,18.1,0.5,1774.0
NZL-2008,12.4,9.5,27.9,36.7,84.5,187.5,22.8,20.4,0.5,1761.0
NZL-2009,12.0,9.3,27.8,37.3,84.0,193.0,21.1,20.4,0.6,1740.0
NZL-2010,12.4,9.6,27.0,38.1,83.8,197.8,21.1,20.4,0.7,1755.0
NZL-2011,11.2,9.5,25.9,38.6,84.4,206.6,19.3,20.4,0.7,1746.0
NZL-2012,12.4,9.2,25.9,39.8,83.9,217.7,19.3,16.4,0.7,1734.0
NZL-2013,11.8,9.2,28.6,28.9,85.8,232.6,19.4,15.8,0.7,1756.0
NZL-2014,11.5,9.1,25.9,35.6,87.2,245.2,18.1,15.9,0.7,1758.0
NZL-2015,11.8,8.7,25.3,34.0,87.5,252.8,17.9,15.1,0.7,1753.0
NZL-2016,12.1,8.9,23.4,36.3,87.3,273.4,17.6,14.5,0.7,1754.0
PER-1990,0.7,4.3,29.8,28.9,82.2,212.2,18.1,20.4,3.7,1761.3
PER-1991,0.4,4.6,38.6,24.8,83.6,212.2,34.3,27.0,3.7,1761.3
PER-1992,1.3,3.9,38.0,25.3,83.0,212.2,34.3,26.0,3.7,1761.3
PER-1994,1.8,6.1,36.8,28.9,82.7,212.2,46.0,26.0,2.4,1401.0
PER-1995,2.0,5.8,35.5,27.4,83.4,212.2,24.1,25.0,2.6,1423.1
PER-1996,2.0,5.4,34.4,28.6,84.1,212.2,23.6,26.0,2.3,1428.5
PER-1997,1.4,6.3,33.1,30.2,84.5,212.2,22.9,25.0,2.0,1426.4
PER-1998,1.5,6.1,32.9,30.8,83.7,212.2,21.6,25.0,2.0,1438.3
PER-1999,1.0,5.9,31.6,32.2,84.5,212.2,21.0,25.0,2.0,1443.0
PER-2000,1.0,5.4,31.1,32.8,84.0,24.5,20.4,23.0,1.9,1421.8
PER-2001,1.0,5.6,28.9,32.4,83.8,24.7,19.0,22.0,2.3,1429.8
PER-2002,1.0,5.3,27.9,32.0,84.4,25.5,34.3,22.5,2.0,1434.7
PER-2003,1.0,5.1,27.8,34.4,84.0,24.9,20.9,20.7,2.2,1431.1
PER-2004,1.0,6.0,29.8,33.9,86.4,24.5,21.0,26.0,2.1,1421.3
PER-2005,0.8,6.1,29.8,34.4,84.5,22.9,34.3,25.0,2.2,1424.1
PER-2006,0.9,5.9,19.4,28.9,84.1,25.8,19.3,26.0,2.4,1426.6
PER-2007,1.6,5.8,18.8,32.8,83.1,26.8,18.8,25.0,2.5,1430.0
PER-2008,1.5,5.4,17.4,32.4,82.6,27.1,19.3,25.0,2.7,1809.0
