LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_TRY_MEN,Edu_val_TRY_WOMEN,Edu_val_UPPSRY,Edu_val_UPPSRY_MEN,Edu_val_UPPSRY_WOMEN
ARG-2004,ARG,2004,51.205463,16.711861,14.196757,18.869257,32.082676,32.233356,31.980049
ARG-2005,ARG,2005,50.157974,17.471054,15.078322,19.570387,32.370968,32.341084,32.41021
ARG-2006,ARG,2006,48.472809,17.830963,14.619519,20.699968,33.696232,34.435829,33.035492
ARG-2008,ARG,2008,45.804825,18.973812,15.806544,21.795214,35.221363,35.603531,34.880924
ARG-2009,ARG,2009,44.794254,19.518599,15.809969,22.821455,35.687149,36.653378,34.826637
ARG-2010,ARG,2010,43.36871,20.111586,16.454426,23.414555,36.519707,37.50124,35.633228
ARG-2011,ARG,2011,42.753086,20.237337,16.613182,23.598551,37.009579,37.817463,36.260303
ARG-2012,ARG,2012,41.416412,20.556126,16.450985,24.307671,38.027462,39.247372,36.912628
ARG-2013,ARG,2013,40.635166,21.056189,17.356251,24.394377,38.308643,39.495987,37.237389
ARG-2014,ARG,2014,41.248135,20.534544,16.575907,24.082304,38.217319,39.36797,37.1861
ARG-2017,ARG,2017,38.528397,21.406713,17.488495,24.951094,40.064892,40.205906,39.937328
ARG-2018,ARG,2018,36.971165,21.924601,18.074459,25.382948,41.104233,41.380878,40.85574
ARG-2019,ARG,2019,35.771305,22.811752,18.822496,26.465517,41.416943,41.982956,40.898529
ARG-2020,ARG,2020,37.158802,22.400209,17.788971,26.532795,40.44099,40.910633,40.020096
AUS-1991,AUS,1991,44.127056,31.15881,26.691803,35.655266,24.714134,36.52914,12.821236
AUS-1993,AUS,1993,47.159046,22.469191,23.508869,21.418512,30.371763,39.44511,21.20241
AUS-1994,AUS,1994,49.802025,23.072365,24.40707,21.740088,27.12561,35.719109,18.547768
AUS-1995,AUS,1995,44.935852,24.315445,25.825409,22.807888,30.748701,38.590477,22.919441
AUS-1997,AUS,1997,46.695274,24.30127,23.803526,24.797144,29.003454,36.424648,21.61014
AUS-1998,AUS,1998,43.955959,25.420708,24.421713,26.414537,30.623333,38.964981,22.324818
AUS-1999,AUS,1999,42.610085,26.693399,25.668303,27.711052,30.696516,38.878944,22.573496
AUS-2000,AUS,2000,41.212311,27.475746,26.104818,28.838318,31.311945,39.636139,23.038479
AUS-2001,AUS,2001,41.076141,28.977322,27.158642,30.789335,29.946537,38.641632,21.283302
AUS-2002,AUS,2002,39.050316,30.759785,29.45257,32.061394,30.189898,37.945316,22.467733
AUS-2003,AUS,2003,37.519817,31.314152,29.933653,32.682934,31.166031,38.530304,23.864265
AUS-2004,AUS,2004,35.879036,30.82308,29.046274,32.562542,33.297886,40.685963,26.065086
AUS-2005,AUS,2005,34.967968,31.691153,30.226416,33.12809,33.340881,39.643417,27.157965
AUS-2006,AUS,2006,33.289845,33.022213,30.650082,35.344658,33.687943,40.302822,27.211617
AUS-2007,AUS,2007,31.816732,33.73671,31.389452,36.054111,34.44656,40.850765,28.12381
AUS-2008,AUS,2008,30.064018,36.149986,33.012062,39.232346,33.785992,40.196865,27.488646
AUS-2009,AUS,2009,28.972523,36.881355,33.912621,39.784927,34.146122,39.860394,28.55728
AUS-2010,AUS,2010,26.792744,37.604309,34.390091,40.772198,35.602947,41.213478,30.073294
AUS-2011,AUS,2011,25.922543,38.342072,34.573837,42.043972,35.735386,40.957253,30.60544
AUS-2012,AUS,2012,23.563389,41.282364,37.532192,44.97641,35.154247,40.394192,29.992727
AUS-2013,AUS,2013,24.28443,39.539928,35.101803,43.913063,36.17564,41.56715,30.863087
AUS-2014,AUS,2014,22.895836,41.901855,38.390442,45.340527,35.202309,40.178089,30.329605
AUS-2015,AUS,2015,20.980896,42.888756,38.441013,47.239651,36.130348,41.919979,30.466787
AUS-2016,AUS,2016,20.067352,43.7439,39.76762,47.630001,36.188747,40.824184,31.658438
AUS-2017,AUS,2017,19.012659,45.355675,40.425915,50.127247,35.631668,41.172245,30.268877
AUS-2018,AUS,2018,18.108641,45.727478,40.441612,50.837093,36.163879,41.90353,30.615618
AUS-2019,AUS,2019,17.132658,47.129978,42.475243,51.648521,35.737366,40.558659,31.057135
AUS-2020,AUS,2020,16.244976,49.337452,44.057648,54.412212,34.417572,39.753174,29.289186
AUT-2004,AUT,2004,23.66626,24.783438,28.642731,20.959906,51.550304,54.158627,48.966152
AUT-2005,AUT,2005,23.055067,24.639351,27.894495,21.409132,52.305584,55.829376,48.808769
AUT-2006,AUT,2006,19.871609,25.356432,28.601042,22.137461,54.771961,57.74194,51.825451
AUT-2007,AUT,2007,20.062889,25.092672,28.065239,22.145061,54.844437,58.094372,51.621788
AUT-2008,AUT,2008,19.120087,26.191858,28.911415,23.499393,54.688057,57.617115,51.788177
AUT-2009,AUT,2009,18.354979,26.895824,29.133034,24.682976,54.749195,58.11142,51.423588
AUT-2010,AUT,2010,17.647495,27.743721,29.628262,25.881966,54.608784,57.820152,51.436245
AUT-2011,AUT,2011,17.636829,27.956152,29.97986,25.959198,54.407017,57.245796,51.605766
AUT-2012,AUT,2012,17.08353,28.739943,30.735928,26.770844,54.176529,56.999569,51.391518
AUT-2013,AUT,2013,17.028002,29.738844,31.345707,28.151951,53.233154,56.057396,50.444016
AUT-2014,AUT,2014,16.143999,29.904896,31.201277,28.621651,53.951103,56.800148,51.130924
AUT-2015,AUT,2015,15.351305,30.550726,31.968834,29.142385,54.097969,56.698669,51.515179
AUT-2016,AUT,2016,15.471591,31.383963,32.170181,30.600239,53.144444,56.066723,50.231434
AUT-2017,AUT,2017,15.037577,32.39439,32.91766,31.872847,52.568035,55.365974,49.77932
AUT-2018,AUT,2018,14.702526,32.711426,33.656857,31.769451,52.586048,55.005234,50.175697
AUT-2019,AUT,2019,14.435863,33.773777,34.190922,33.357452,51.790359,54.225082,49.360409
AUT-2020,AUT,2020,14.341329,34.205894,34.398293,34.013531,51.452774,53.847668,49.058273
BEL-1991,BEL,1991,56.83075,19.620007,20.618198,18.616419,23.549244,24.827625,22.263952
BEL-1992,BEL,1992,54.736912,20.226023,20.738079,19.710215,25.037067,26.224817,23.840614
BEL-1994,BEL,1994,50.637184,22.345255,22.280848,22.410318,27.017561,28.522648,25.497152
BEL-1995,BEL,1995,46.545418,24.604177,24.476532,24.733135,28.850407,29.873228,27.817055
BEL-2000,BEL,2000,41.47678,27.084993,26.565285,27.610184,31.438227,32.141563,30.72747
BEL-2001,BEL,2001,40.536442,27.626753,27.138931,28.119604,31.836805,32.879974,30.782875
BEL-2002,BEL,2002,39.196617,28.134819,27.368948,28.908737,32.668564,33.592075,31.735352
BEL-2003,BEL,2003,37.952141,29.031809,28.251083,29.820688,33.016048,33.779175,32.244953
BEL-2004,BEL,2004,35.708241,30.40086,29.457916,31.359032,33.8909,35.20274,32.557869
BEL-2005,BEL,2005,33.903755,31.045088,29.889402,32.211079,35.051159,36.364876,33.725727
BEL-2006,BEL,2006,33.057926,31.754845,30.530073,32.99017,35.187229,36.351009,34.013424
BEL-2007,BEL,2007,32.046577,32.094864,30.484745,33.718624,35.858559,37.612984,34.089268
BEL-2008,BEL,2008,30.423817,32.310043,30.659477,33.974564,37.26614,38.871017,35.647694
BEL-2009,BEL,2009,29.427107,33.397053,31.480886,35.328266,37.175842,38.936413,35.401447
BEL-2010,BEL,2010,29.500488,34.989502,33.003326,36.989594,35.51001,36.970116,34.039673
BEL-2011,BEL,2011,28.733294,34.612984,32.419769,36.821182,36.653725,38.225685,35.071022
BEL-2012,BEL,2012,28.356371,35.316551,32.722958,37.926952,36.32708,38.017979,34.625221
BEL-2013,BEL,2013,27.241648,35.535332,32.801338,38.285236,37.223022,38.914539,35.52166
BEL-2014,BEL,2014,26.44935,36.855022,33.864967,39.860054,36.695625,38.559349,34.822571
BEL-2015,BEL,2015,25.322903,36.857422,33.639149,40.091373,37.819675,39.955494,35.67345
BEL-2016,BEL,2016,24.905834,37.503956,34.192955,40.828674,37.59021,40.122162,35.047768
BEL-2017,BEL,2017,23.202787,40.257053,36.858852,43.657627,36.540157,39.073261,34.005287
BEL-2018,BEL,2018,21.773218,40.638546,36.94939,44.334103,37.588238,40.415058,34.756508
BEL-2019,BEL,2019,21.313864,40.67009,36.542046,44.806469,38.016045,40.611317,35.415535
BEL-2020,BEL,2020,20.218918,42.442284,37.938366,46.957001,37.338799,40.329418,34.341011
BRA-2007,BRA,2007,63.191654,9.6238279,8.6794672,10.483443,27.184517,25.947464,28.31056
BRA-2008,BRA,2008,61.161831,10.795494,9.4541426,12.012922,28.042675,27.154696,28.848614
BRA-2009,BRA,2009,59.32708,10.863071,9.7053852,11.914505,29.809849,28.805014,30.72246
BRA-2011,BRA,2011,56.729549,11.614742,10.218488,12.884999,31.655708,30.386244,32.810619
BRA-2012,BRA,2012,54.996342,12.993286,11.10502,14.725452,32.010372,31.220385,32.735054
BRA-2013,BRA,2013,53.588863,13.746482,11.730762,15.589705,32.664654,31.578886,33.657509
BRA-2014,BRA,2014,52.637005,14.321353,12.018951,16.425022,33.041641,32.136848,33.868336
BRA-2015,BRA,2015,51.127499,14.794608,12.590186,16.803698,34.077896,33.163525,34.91124
BRA-2016,BRA,2016,48.828545,16.858622,14.591012,18.992186,34.312836,33.715424,34.874931
BRA-2017,BRA,2017,48.041367,17.146753,14.740969,19.411106,34.811878,34.118748,35.464264
BRA-2018,BRA,2018,46.323441,18.355165,15.672506,20.881422,35.321396,34.832047,35.782215
BRA-2019,BRA,2019,45.144974,18.71954,15.987973,21.294151,36.135487,35.456421,36.775532
BRA-2020,BRA,2020,42.072502,20.057917,17.080574,22.867119,37.869579,37.534744,38.185505
CAN-1990,CAN,1990,31.034004,28.036085,27.811804,28.259064,40.929909,41.035633,40.824799
CAN-1991,CAN,1991,29.99659,28.271395,28.125427,28.416191,41.732014,41.804737,41.659874
CAN-1992,CAN,1992,28.664516,29.020555,28.792778,29.247053,42.314926,42.239288,42.390141
CAN-1993,CAN,1993,26.689636,30.386959,29.997339,30.773291,42.923405,43.039658,42.808128
CAN-1994,CAN,1994,26.150627,33.485878,32.238571,34.7215,40.363495,41.106148,39.627796
CAN-1995,CAN,1995,24.862947,34.537247,33.043705,36.014885,40.599808,41.758526,39.453426
CAN-1996,CAN,1996,23.648046,35.634304,33.806599,37.443039,40.717648,41.87772,39.569622
CAN-1997,CAN,1997,22.245962,37.415951,35.493244,39.31966,40.338089,41.972969,38.71936
CAN-1998,CAN,1998,21.320238,38.258327,36.441948,40.059422,40.421432,41.935081,38.920525
CAN-1999,CAN,1999,20.417206,39.376038,37.285202,41.448174,40.206757,41.797504,38.630238
CAN-2000,CAN,2000,19.332481,40.105782,37.658691,42.533607,40.561737,42.431641,38.706551
CAN-2001,CAN,2001,18.011751,41.881519,39.407799,44.336918,40.106728,42.103996,38.124252
CAN-2002,CAN,2002,17.321903,42.873188,40.14711,45.580956,39.804909,41.867363,37.756306
CAN-2003,CAN,2003,16.267523,44.123833,41.52314,46.709377,39.608646,41.499706,37.728596
CAN-2004,CAN,2004,15.686501,44.548969,41.322983,47.751583,39.76453,42.226597,37.320297
CAN-2005,CAN,2005,14.816504,45.976749,42.553192,49.375427,39.206749,41.718143,36.713604
CAN-2006,CAN,2006,14.457152,46.881516,43.235294,50.499496,38.661331,41.572399,35.772816
CAN-2007,CAN,2007,13.494848,48.181564,44.127518,52.201885,38.323586,41.342281,35.330006
CAN-2008,CAN,2008,13.003522,48.706802,44.45549,52.928272,38.289677,41.263531,35.336697
CAN-2009,CAN,2009,12.468069,49.290722,44.847889,53.706112,38.241207,41.46767,35.034676
CAN-2010,CAN,2010,11.736887,50.311695,45.417297,55.174629,37.95142,41.546257,34.379688
CAN-2011,CAN,2011,11.368477,51.033012,45.958946,56.068321,37.598511,41.415436,33.810738
CAN-2012,CAN,2012,11.035321,52.305416,46.772137,57.794395,36.659264,40.879166,32.473141
CAN-2013,CAN,2013,10.45779,52.971439,47.163643,58.730656,36.57077,40.995361,32.183186
CAN-2014,CAN,2014,10.011459,53.61496,48.053173,59.124844,36.373581,40.611263,32.175446
CAN-2015,CAN,2015,9.5978909,55.17366,49.226135,61.063675,35.228447,40.012466,30.49069
CAN-2016,CAN,2016,9.3911886,56.265068,50.077358,62.385227,34.343746,39.174831,29.565395
CAN-2017,CAN,2017,8.8729382,56.71452,50.368702,62.985828,34.412544,39.287178,29.595142
CAN-2018,CAN,2018,8.3779144,57.888363,51.314053,64.394012,33.733723,38.883816,28.637413
CAN-2019,CAN,2019,8.1420355,59.374844,53.165829,65.525139,32.48312,37.356785,27.65555
CAN-2020,CAN,2020,7.5580816,59.961113,53.422737,66.451424,32.480804,37.700161,27.299822
CHE-1991,CHE,1991,19.285833,20.290298,29.012476,11.43975,60.42387,57.743782,63.143402
CHE-1992,CHE,1992,19.194889,20.960182,30.206348,11.668301,59.844929,56.761959,62.943142
CHE-1994,CHE,1994,17.797632,21.428631,31.766394,11.111587,60.773739,57.053028,64.486992
CHE-1995,CHE,1995,17.792086,21.11282,31.392508,10.856908,61.095093,57.27594,64.905418
CHE-1997,CHE,1997,16.444286,22.192898,31.715725,12.634748,61.362816,57.669823,65.069504
CHE-1998,CHE,1998,16.277399,22.92836,33.059189,12.829616,60.794239,55.990147,65.583122
CHE-1999,CHE,1999,16.122025,23.607292,33.624428,13.608197,60.270683,54.801369,65.730148
CHE-2000,CHE,2000,16.120359,24.177282,33.931194,14.438147,59.702358,54.117119,65.279137
CHE-2001,CHE,2001,15.138646,25.401983,35.070282,15.762383,59.45937,54.474037,64.429909
CHE-2002,CHE,2002,15.060054,25.385767,34.223694,16.560152,59.55418,54.815159,64.286598
CHE-2003,CHE,2003,15.401092,26.875856,35.763031,17.996794,57.723049,53.283882,62.158169
CHE-2004,CHE,2004,14.979352,28.088779,37.215832,18.973225,56.93187,52.193871,61.663898
CHE-2005,CHE,2005,14.753095,28.763943,37.458458,20.074846,56.482964,52.046669,60.916492
CHE-2006,CHE,2006,14.6002,29.851349,38.503948,21.204809,55.54845,51.019321,60.074409
CHE-2007,CHE,2007,14.042429,31.327906,39.467419,23.185186,54.629665,50.122227,59.138882
CHE-2008,CHE,2008,13.19206,33.652287,41.566307,25.715227,53.155655,48.812756,57.511192
CHE-2009,CHE,2009,13.083202,35.020153,42.763367,27.210806,51.896645,47.681431,56.147861
CHE-2010,CHE,2010,14.966761,33.881504,40.156902,27.546822,51.151737,48.062408,54.270248
CHE-2011,CHE,2011,15.176706,34.000179,39.874985,28.06905,50.823112,47.932545,53.741398
CHE-2012,CHE,2012,14.334973,35.291126,41.201698,29.316168,50.373901,47.09425,53.689278
CHE-2013,CHE,2013,13.589899,37.407192,43.047722,31.693689,49.002911,45.523087,52.527752
CHE-2014,CHE,2014,12.776213,38.428497,43.59951,33.176338,48.795288,45.272144,52.373722
CHE-2015,CHE,2015,12.704829,39.782719,44.213116,35.279415,47.512451,44.510803,50.563492
CHE-2016,CHE,2016,12.564119,41.235474,45.940552,36.458977,46.200405,43.065212,49.38319
CHE-2017,CHE,2017,12.191644,42.594601,47.220692,37.898529,45.213757,42.019848,48.455978
CHE-2018,CHE,2018,11.598805,43.744415,47.688629,39.743084,44.65678,41.725693,47.630314
CHE-2019,CHE,2019,10.993076,44.412537,48.08326,40.68224,44.594387,41.826633,47.407063
CHE-2020,CHE,2020,10.719828,45.277538,48.337212,42.166286,44.002632,41.873482,46.167675
CHL-2009,CHL,2009,43.493385,17.120726,17.109118,17.131065,39.385891,40.322689,38.55164
CHL-2011,CHL,2011,42.320229,17.813892,17.908915,17.731251,39.865879,40.357674,39.438148
CHL-2013,CHL,2013,38.585766,21.089819,21.040022,21.132866,40.324417,40.646984,40.045582
CHL-2015,CHL,2015,35.133507,22.475199,22.454159,22.493267,42.391296,42.627129,42.188766
CHL-2017,CHL,2017,32.552322,25.168179,24.638247,25.628315,42.279499,42.694862,41.918842
CHL-2020,CHL,2020,28.026119,31.439775,30.872883,31.890432,40.534103,40.736172,40.37347
CHN-2010,CHN,2010,75.53817,9.6811743,10.760453,8.5629225,14.780653,16.555506,12.94171
CHN-2020,CHN,2020,63.374126,18.535316,18.392155,18.684566,18.090559,19.845053,16.261459
COL-2014,COL,2014,48.033009,22.356598,20.628479,23.951704,29.610394,30.114704,29.144901
COL-2015,COL,2015,49.589104,21.562889,19.608345,23.391415,28.848007,29.26355,28.459257
COL-2016,COL,2016,47.523586,22.247128,20.174047,24.191235,30.229284,30.480776,29.993441
COL-2017,COL,2017,46.221489,22.491623,20.590368,24.279985,31.28689,31.22529,31.34483
COL-2018,COL,2018,44.813713,23.391361,21.082104,25.569864,31.794924,31.868658,31.725365
COL-2019,COL,2019,43.28978,23.819326,21.42478,26.081968,32.890892,32.806915,32.970245
COL-2020,COL,2020,41.220875,24.594643,21.952885,27.101116,34.184483,34.406151,33.974163
CRI-1990,CRI,1990,74.924744,11.914576,12.269634,11.583088,13.160681,13.107031,13.210769
CRI-1991,CRI,1991,76.039444,10.755275,11.634244,9.9588661,13.205277,12.592581,13.760425
CRI-1992,CRI,1992,73.690758,12.237103,12.926917,11.607765,14.072138,13.198773,14.868933
CRI-1993,CRI,1993,72.007347,13.005966,13.522913,12.533188,14.986683,14.114887,15.783994
CRI-1994,CRI,1994,71.285805,13.521868,14.584819,12.538079,15.192326,14.136812,16.16923
CRI-1995,CRI,1995,70.217255,14.495959,15.417627,13.643369,15.286785,14.537606,15.979815
CRI-1996,CRI,1996,70.934433,13.424905,14.012602,12.881759,15.640663,14.804386,16.413544
CRI-1997,CRI,1997,69.637726,14.833283,15.681939,14.044616,15.528994,14.762358,16.24144
CRI-1998,CRI,1998,68.202065,17.31354,17.892851,16.776888,14.484394,14.496833,14.472871
CRI-1999,CRI,1999,67.841637,17.035275,17.744062,16.384277,15.12309,14.155753,16.011551
CRI-2000,CRI,2000,69.6353,16.448679,16.567589,16.3312,13.91602,12.902006,14.917838
CRI-2001,CRI,2001,68.293747,17.826429,18.053553,17.608408,13.879825,13.127774,14.601736
CRI-2002,CRI,2002,67.236092,18.362774,18.769146,17.969522,14.401133,13.001636,15.755439
CRI-2003,CRI,2003,65.91481,19.18364,19.645773,18.733418,14.901548,13.659283,16.111792
CRI-2004,CRI,2004,65.916557,19.812418,20.321369,19.316385,14.271029,13.091818,15.420306
CRI-2005,CRI,2005,64.873169,20.842731,21.111923,20.576881,14.284099,13.256257,15.299187
CRI-2006,CRI,2006,64.274269,21.029402,20.38575,21.664228,14.696331,13.830438,15.550348
CRI-2007,CRI,2007,62.960529,21.768053,21.524483,22.010872,15.271419,14.148153,16.391228
CRI-2008,CRI,2008,61.940212,22.312418,21.791302,22.817001,15.747368,14.330508,17.119276
CRI-2009,CRI,2009,61.093235,23.416771,22.682451,24.131628,15.489995,14.914705,16.050037
CRI-2010,CRI,2010,63.147984,20.980572,20.027973,21.925285,15.871445,14.677197,17.055805
CRI-2011,CRI,2011,62.58416,21.594719,20.980396,22.210791,15.821122,14.645591,17.000002
CRI-2012,CRI,2012,60.889778,23.244442,22.458946,24.033546,15.865781,15.808207,15.923619
CRI-2013,CRI,2013,59.697968,23.270735,21.710941,24.794907,17.031296,17.068398,16.995043
CRI-2014,CRI,2014,59.457653,23.535925,22.793673,24.262573,17.00642,16.662304,17.343304
CRI-2015,CRI,2015,60.632359,23.136086,22.159082,24.09667,16.231556,16.426344,16.040039
CRI-2016,CRI,2016,60.063385,22.998714,21.172318,24.779873,16.937899,17.125578,16.754868
CRI-2017,CRI,2017,60.489311,22.989092,21.779003,24.189367,16.521597,15.813051,17.224396
CRI-2018,CRI,2018,60.770302,22.601564,21.556192,23.628597,16.628136,16.384611,16.86739
CRI-2019,CRI,2019,57.304142,25.066828,23.850107,26.251854,17.629028,16.833916,18.403429
CRI-2020,CRI,2020,57.331299,25.112001,23.764633,26.449753,17.5567,17.112175,17.998053
CZE-1994,CZE,1994,17.259413,10.051514,12.340003,7.8054962,72.689072,77.483406,67.983719
CZE-1995,CZE,1995,16.634739,10.607792,13.079636,8.1785927,72.757469,77.062347,68.526855
CZE-1997,CZE,1997,15.044655,10.605698,12.869374,8.3710794,74.349648,78.025963,70.72052
CZE-1998,CZE,1998,14.660916,10.390572,12.322418,8.4804907,74.948509,78.348221,71.587105
CZE-1999,CZE,1999,13.955545,10.835668,12.623038,9.0652227,75.208786,78.478691,71.969849
CZE-2000,CZE,2000,14.05798,10.963162,12.656393,9.284236,74.978859,78.327995,71.658012
CZE-2001,CZE,2001,13.791635,11.131626,12.883037,9.393425,75.076736,77.847427,72.326942
CZE-2002,CZE,2002,12.072922,11.94141,13.769989,10.125204,75.985672,78.624252,73.364937
CZE-2003,CZE,2003,13.580705,12.005664,13.568788,10.454591,74.413628,77.455849,71.394867
CZE-2004,CZE,2004,10.923604,12.345678,13.931434,10.768107,76.730721,79.378143,74.096954
CZE-2005,CZE,2005,10.074598,13.058269,14.475264,11.645926,76.867134,79.127762,74.61393
CZE-2006,CZE,2006,9.7202902,13.522043,14.761487,12.281507,76.757668,78.976227,74.537148
CZE-2007,CZE,2007,9.4652252,13.732669,14.830605,12.63084,76.802109,79.039024,74.557251
CZE-2008,CZE,2008,9.096694,14.498895,15.249544,13.740888,76.404411,78.870338,73.914314
CZE-2009,CZE,2009,8.5971041,15.544437,16.176504,14.90211,75.858459,78.107689,73.572708
CZE-2010,CZE,2010,8.0573692,16.764982,17.254253,16.267406,75.17765,77.528778,72.786613
CZE-2011,CZE,2011,7.6677351,18.243177,18.417831,18.065575,74.089088,76.562912,71.573494
CZE-2012,CZE,2012,7.5491762,19.277992,19.016911,19.544611,73.172829,75.807465,70.482307
CZE-2013,CZE,2013,7.1797996,20.45986,19.962648,20.968353,72.360344,74.84005,69.824356
CZE-2014,CZE,2014,6.8099089,21.51013,20.672594,22.367245,71.679962,74.483772,68.810608
CZE-2015,CZE,2015,6.841207,22.186741,20.964939,23.440073,70.972054,74.027802,67.837448
CZE-2016,CZE,2016,6.5732007,22.971544,21.909687,24.062445,70.455254,73.080116,67.758606
CZE-2017,CZE,2017,6.2063141,23.927534,22.416576,25.483604,69.86615,72.735123,66.911522
CZE-2018,CZE,2018,6.1394086,24.262077,22.450584,26.133144,69.598511,72.602074,66.496178
CZE-2019,CZE,2019,6.2475748,24.212393,22.383299,26.108458,69.540031,72.427505,66.546837
CZE-2020,CZE,2020,5.9468889,24.853664,22.470652,27.334427,69.199448,72.291992,65.980049
DEU-1991,DEU,1991,18.18479,21.774984,28.126867,15.296329,60.040226,61.252739,58.803513
DEU-1992,DEU,1992,18.084284,21.395245,27.483477,15.162838,60.520473,61.12262,59.904064
DEU-1994,DEU,1994,15.993667,22.098492,27.87669,16.095867,61.907841,62.161583,61.644245
DEU-1995,DEU,1995,16.322004,22.59786,28.440056,16.574541,61.080135,61.152702,61.005322
DEU-1997,DEU,1997,16.763416,22.643158,28.167202,16.959478,60.593426,60.31665,60.878197
DEU-1998,DEU,1998,16.236273,23.000015,28.425337,17.424431,60.76371,60.154778,61.389507
DEU-1999,DEU,1999,18.763994,22.895208,28.095596,17.549835,58.340797,58.020054,58.670483
DEU-2000,DEU,2000,18.273834,23.498837,28.557259,18.325188,58.227329,57.705139,58.761414
DEU-2001,DEU,2001,17.3916,23.222008,28.138994,18.192644,59.386391,58.727386,60.060459
DEU-2002,DEU,2002,17.012363,23.427382,28.13942,18.611786,59.560257,58.94001,60.19413
DEU-2003,DEU,2003,16.622698,23.982014,28.498774,19.370392,59.395287,58.714012,60.09087
DEU-2004,DEU,2004,16.099459,24.931704,29.182915,20.601019,58.968838,58.315365,59.634529
DEU-2005,DEU,2005,16.892855,24.552816,28.803308,20.297405,58.554329,57.731133,59.378479
DEU-2006,DEU,2006,16.763083,23.947578,27.71159,20.147552,59.289337,58.771423,59.812206
DEU-2007,DEU,2007,15.584911,24.299988,27.834398,20.749664,60.115101,59.600647,60.631874
DEU-2008,DEU,2008,14.668834,25.400061,28.949875,21.83062,59.931107,59.202728,60.663509
