LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_TRY_MEN,Edu_val_TRY_WOMEN,Edu_val_UPPSRY,Edu_val_UPPSRY_MEN,Edu_val_UPPSRY_WOMEN
NOR-2013,NOR,2013,17.591412,39.770252,34.774326,45.019245,42.638336,47.21571,37.829098
NOR-2014,NOR,2014,18.052679,41.757915,37.583115,46.135193,40.189404,43.784332,36.420128
NOR-2015,NOR,2015,17.628136,42.706734,38.427513,47.20348,39.665131,43.621574,35.507572
NOR-2016,NOR,2016,17.761009,43.016758,38.396145,47.866173,39.222229,43.312553,34.929367
NOR-2017,NOR,2017,18.030542,43.207031,38.701958,47.927422,38.762424,42.390541,34.960907
NOR-2018,NOR,2018,17.522373,43.575832,39.068577,48.301937,38.901794,42.658073,34.963131
NOR-2019,NOR,2019,17.480188,44.129421,39.005184,49.493538,38.390388,42.801586,33.772694
NOR-2020,NOR,2020,17.518663,45.273285,39.585854,51.226639,37.20805,42.131302,32.054607
NZL-1990,NZL,1990,43.447365,,,,,,
NZL-1991,NZL,1991,44.373329,,,,,,
NZL-1992,NZL,1992,43.602989,,,,,,
NZL-1994,NZL,1994,42.728489,,,,,,
NZL-1995,NZL,1995,40.922394,,,,,,
NZL-1997,NZL,1997,39.565754,,,,,,
NZL-1998,NZL,1998,38.636364,,,,,,
NZL-1999,NZL,1999,38.037067,,,,,,
NZL-2000,NZL,2000,36.803673,,,,,,
NZL-2001,NZL,2001,35.522774,,,,,,
NZL-2002,NZL,2002,34.41552,,,,,,
NZL-2003,NZL,2003,33.131687,,,,,,
NZL-2004,NZL,2004,32.920467,,,,,,
NZL-2005,NZL,2005,31.6005,,,,,,
NZL-2006,NZL,2006,31.062853,,,,,,
NZL-2007,NZL,2007,28.924793,,,,,,
NZL-2008,NZL,2008,27.94714,,,,,,
NZL-2009,NZL,2009,27.84214,,,,,,
NZL-2010,NZL,2010,26.960302,,,,,,
NZL-2011,NZL,2011,25.886049,,,,,,
NZL-2012,NZL,2012,25.939383,,,,,,
NZL-2013,NZL,2013,28.640007,,,,,,
NZL-2014,NZL,2014,25.924784,35.628941,32.661697,38.359295,38.446278,42.552212,34.668133
NZL-2015,NZL,2015,25.277622,34.040531,30.899937,36.946754,40.681847,44.906948,36.772045
NZL-2016,NZL,2016,23.423424,36.275139,33.445648,38.903072,40.301437,43.270084,37.544266
NZL-2017,NZL,2017,21.118555,37.730431,34.879517,40.399647,41.151012,43.433735,39.013779
NZL-2018,NZL,2018,19.542797,39.292675,36.308079,42.103603,41.164528,43.507744,38.957661
NZL-2019,NZL,2019,19.30257,39.065784,36.11018,41.822868,41.631645,43.913261,39.503281
NZL-2020,NZL,2020,19.066416,40.121872,36.86467,43.271767,40.81171,43.046459,38.650585
OAVG-1995,OAVG,1995,41.888304,,,,,,
OAVG-1998,OAVG,1998,37.903775,20.133449,21.151056,19.068987,42.430559,44.250413,40.609317
OAVG-1999,OAVG,1999,37.189544,20.50001,21.40025,19.553185,42.840644,44.485971,41.194414
OAVG-2000,OAVG,2000,35.503431,22.081926,22.423082,21.690475,42.842438,44.576412,41.115859
OAVG-2001,OAVG,2001,36.147895,22.120269,22.575648,21.623345,42.16997,43.672286,40.656424
OAVG-2002,OAVG,2002,33.960143,23.298293,23.445041,23.110121,43.232013,44.783866,41.666888
OAVG-2003,OAVG,2003,32.615308,24.677926,24.582087,24.734489,43.148783,44.916874,41.367316
OAVG-2004,OAVG,2004,31.699633,25.084334,25.015519,25.114838,43.710363,45.595558,41.82249
OAVG-2005,OAVG,2005,29.956083,26.318972,25.813797,26.782889,44.173901,46.092879,42.250174
OAVG-2006,OAVG,2006,29.291452,26.525527,25.794276,27.22003,44.659087,46.566704,42.735613
OAVG-2007,OAVG,2007,28.529906,27.638786,26.656707,28.582167,44.236632,46.207364,42.256723
OAVG-2008,OAVG,2008,27.700151,28.580724,27.340081,29.772256,44.145846,46.230526,42.070458
OAVG-2009,OAVG,2009,27.149623,29.333305,27.833215,30.774446,43.949164,46.156551,41.766881
OAVG-2010,OAVG,2010,26.180388,30.240952,28.531816,31.889717,44.0301,46.301324,41.778912
OAVG-2011,OAVG,2011,25.951325,30.762404,28.910459,32.556911,43.730167,46.014567,41.467493
OAVG-2012,OAVG,2012,24.644767,32.183042,30.010561,34.291531,43.634866,46.106488,41.188306
OAVG-2013,OAVG,2013,24.310184,32.652397,30.279518,34.962264,43.579974,46.080965,41.104848
OAVG-2014,OAVG,2014,24.26982,33.639394,31.213301,35.991608,42.494833,44.87662,40.134404
OAVG-2015,OAVG,2015,24.218758,33.951053,31.237274,36.597952,42.251555,44.832463,39.692931
OAVG-2016,OAVG,2016,22.989976,35.249235,32.304706,38.127377,42.184337,44.85931,39.527382
OAVG-2017,OAVG,2017,22.850214,35.759683,32.765845,38.668392,41.813909,44.385364,39.287784
OAVG-2018,OAVG,2018,22.025492,36.847736,33.578631,40.071855,41.54567,44.241083,38.853189
OAVG-2019,OAVG,2019,21.429248,37.904231,34.518311,41.265496,41.076902,43.793076,38.34835
OAVG-2020,OAVG,2020,19.797522,39.221042,35.64302,42.782585,41.392721,44.164534,38.610614
POL-1995,POL,1995,26.256752,13.149148,11.476972,14.758945,60.594101,64.8703,56.477425
POL-1997,POL,1997,22.954578,10.228083,10.114162,10.338581,66.817337,69.305031,64.404358
POL-1998,POL,1998,21.707138,10.851001,10.306697,11.378987,67.441864,70.099625,64.86377
POL-1999,POL,1999,21.480509,11.2755,10.648765,11.884145,67.243988,69.283592,65.26326
POL-2000,POL,2000,20.119442,11.36204,10.245693,12.444401,68.518517,71.312057,65.81002
POL-2001,POL,2001,19.421961,11.885846,10.602324,13.131769,68.692192,71.615967,65.854065
POL-2002,POL,2002,18.766407,12.585118,11.16184,13.968127,68.648476,71.580757,65.799149
POL-2003,POL,2003,17.379782,14.17064,12.716558,15.578544,68.449577,71.328362,65.662224
POL-2004,POL,2004,16.07354,15.709586,14.055293,17.313082,68.216873,71.034912,65.485367
POL-2005,POL,2005,14.887128,16.926928,14.78816,19.000616,68.185944,71.225639,65.238747
POL-2006,POL,2006,14.18797,17.891872,15.662543,20.043896,67.920158,70.867172,65.075333
POL-2007,POL,2007,13.698365,18.688519,15.996288,21.277384,67.613113,70.962677,64.392159
POL-2008,POL,2008,12.851042,19.565832,16.592894,22.416042,67.583122,71.133812,64.179024
POL-2009,POL,2009,12.027865,21.150869,17.732765,24.428253,66.821266,70.642944,63.156918
POL-2010,POL,2010,11.485272,22.468407,18.926443,25.944473,66.046318,69.800537,62.361946
POL-2011,POL,2011,11.087381,23.283596,19.445086,27.051256,65.629021,69.66066,61.671799
POL-2012,POL,2012,10.402209,24.512804,20.423178,28.530373,65.084984,69.250618,60.992756
POL-2013,POL,2013,9.8658543,25.755669,21.447603,29.991989,64.378479,68.71418,60.114979
POL-2014,POL,2014,9.4829636,26.995474,22.512486,31.410196,63.521564,67.921631,59.188499
POL-2015,POL,2015,9.2220259,27.747267,22.828283,32.596737,63.030708,67.753731,58.374432
POL-2016,POL,2016,8.6792269,28.711193,23.41297,33.939568,62.609581,67.723061,57.563511
POL-2017,POL,2017,7.8886991,29.919453,24.471952,35.299824,62.191849,67.511543,56.937706
POL-2018,POL,2018,7.5521989,30.919592,25.205914,36.574348,61.52821,66.904831,56.207031
POL-2019,POL,2019,7.3676858,32.014767,26.24085,37.730793,60.61755,65.978142,55.310699
POL-2020,POL,2020,6.7551556,32.875156,26.859726,38.83564,60.369686,66.027176,54.763882
PRT-1994,PRT,1994,80.88382,10.669723,9.6835575,11.556779,8.446456,9.1540852,7.8099418
PRT-1995,PRT,1995,79.913086,11.021688,9.846962,12.084323,9.0652218,9.7402868,8.4545727
PRT-1998,PRT,1998,82.148552,8.3049736,7.0072937,9.5282602,9.5464764,9.9063168,9.2072649
PRT-1999,PRT,1999,81.158997,8.6823721,7.6060624,9.699892,10.158633,10.474718,9.8598137
PRT-2000,PRT,2000,80.625755,8.8429394,7.579196,10.041828,10.531308,10.996108,10.090363
PRT-2001,PRT,2001,79.761848,9.2361002,7.606348,10.787923,11.002051,11.572887,10.45851
PRT-2002,PRT,2002,79.307739,9.4179335,7.3047819,11.436745,11.274323,11.814738,10.758035
PRT-2003,PRT,2003,77.178673,10.958982,8.8033485,13.026073,11.862341,12.16173,11.575251
PRT-2004,PRT,2004,74.843437,12.516933,10.231366,14.71818,12.639626,13.014821,12.278273
PRT-2005,PRT,2005,73.549492,12.844431,10.642068,14.966615,13.606074,13.594036,13.617675
PRT-2006,PRT,2006,72.390388,13.480192,11.274374,15.609464,14.129419,14.100322,14.157507
PRT-2007,PRT,2007,72.544418,13.692096,11.032199,16.259005,13.763488,13.792468,13.735521
PRT-2008,PRT,2008,71.75206,14.300379,11.47842,17.029045,13.947564,14.144771,13.756877
PRT-2009,PRT,2009,70.095329,14.66682,11.949241,17.297443,15.237852,15.362417,15.117272
PRT-2010,PRT,2010,68.082458,15.445285,12.255494,18.538366,16.472258,16.390604,16.551435
PRT-2011,PRT,2011,64.972481,17.25703,14.522358,19.913658,17.770487,17.526688,18.00733
PRT-2012,PRT,2012,62.369896,18.534111,15.575831,21.41597,19.095991,18.548254,19.62958
PRT-2013,PRT,2013,59.952484,19.307142,15.417459,23.073732,20.740372,20.508369,20.965033
PRT-2014,PRT,2014,56.719505,21.7169,17.184139,25.902826,21.563595,21.578482,21.549849
PRT-2015,PRT,2015,54.877064,22.857506,18.444221,26.917894,22.26543,22.933455,21.650822
PRT-2016,PRT,2016,53.085728,23.855154,19.40119,27.939878,23.05912,23.629953,22.53561
PRT-2017,PRT,2017,52.04673,24.039421,19.199572,28.471441,23.913849,24.123669,23.72171
PRT-2018,PRT,2018,50.189827,24.984337,19.692612,29.829231,24.825838,25.07633,24.596498
PRT-2019,PRT,2019,47.824013,26.284128,21.502281,30.644608,25.891859,26.194712,25.615692
PRT-2020,PRT,2020,44.603264,28.164339,22.847862,32.995258,27.232395,28.804491,25.803881
RUS-2010,RUS,2010,7.195199,50.371468,41.821381,57.851639,42.433334,49.984688,35.826916
RUS-2011,RUS,2011,7.2196174,50.557613,42.036205,58.022251,42.222771,49.677841,35.69223
RUS-2012,RUS,2012,6.9798198,50.516804,41.780033,58.174297,42.503376,50.120735,35.827011
RUS-2013,RUS,2013,6.7129874,51.261497,42.945259,58.519215,42.025513,49.225124,35.742302
RUS-2014,RUS,2014,6.6331944,51.567863,43.34174,58.748158,41.798943,48.90836,35.59338
RUS-2015,RUS,2015,6.3395805,52.42807,44.051537,59.72374,41.232349,48.52499,34.880711
RUS-2016,RUS,2016,6.0239758,53.056892,44.856056,60.210949,40.919132,47.986301,34.754036
RUS-2017,RUS,2017,4.757205,56.70015,49.453331,63.214821,38.542645,44.953972,32.779057
RUS-2018,RUS,2018,4.8022981,56.725521,49.234489,63.460545,38.472183,45.109924,32.504326
SVK-1997,SVK,1997,21.415857,10.498405,11.651806,9.3868341,68.085739,73.205383,63.151764
SVK-1998,SVK,1998,19.799397,10.290984,11.42451,9.1972275,69.909622,74.637138,65.347961
SVK-1999,SVK,1999,17.563154,10.064605,11.041359,9.1207533,72.372238,77.090103,67.813301
SVK-2000,SVK,2000,16.193579,10.37334,10.959901,9.8055792,73.433083,77.92009,69.089882
SVK-2001,SVK,2001,14.879944,10.942797,11.300043,10.596579,74.177261,78.490456,69.997215
SVK-2002,SVK,2002,14.090524,10.958904,10.847263,11.067083,74.950569,79.259628,70.775116
SVK-2003,SVK,2003,13.300556,11.784762,11.806131,11.764061,74.91468,78.507576,71.43399
SVK-2004,SVK,2004,13.002023,12.776853,12.776643,12.777056,74.221123,77.890732,70.660858
SVK-2005,SVK,2005,12.130613,14.004099,14.613985,13.411284,73.865288,76.51458,71.290161
SVK-2006,SVK,2006,11.190296,14.567307,15.167458,13.981843,74.242401,76.770348,71.776314
SVK-2007,SVK,2007,10.840645,14.438412,14.134305,14.735466,74.72094,77.735916,71.775894
SVK-2008,SVK,2008,10.066078,14.763523,14.460915,15.060336,75.170403,78.229965,72.169426
SVK-2009,SVK,2009,9.0549088,15.762831,14.884904,16.626591,75.182259,78.351387,72.06427
SVK-2010,SVK,2010,9.034791,17.327984,15.694606,18.939117,73.63723,77.152206,70.170113
SVK-2011,SVK,2011,8.7385187,18.617317,16.824114,20.399017,72.644165,76.433449,68.879189
SVK-2012,SVK,2012,8.2851295,18.979084,16.695482,21.252121,72.735786,76.771286,68.718964
SVK-2013,SVK,2013,8.2006197,19.87734,17.869171,21.877571,71.922043,75.724045,68.135063
SVK-2014,SVK,2014,9.1611462,20.379578,18.226486,22.530985,70.459274,73.974831,66.946465
SVK-2015,SVK,2015,8.7147398,21.149881,18.404339,23.898914,70.135376,74.237206,66.028343
SVK-2016,SVK,2016,8.2509651,21.979519,18.87179,25.099613,69.769516,74.100517,65.42128
SVK-2017,SVK,2017,8.6990681,23.095415,19.760481,26.452528,68.205521,72.749466,63.631351
SVK-2018,SVK,2018,8.4211197,24.58342,20.983791,28.216055,66.995461,71.502182,62.447418
SVK-2019,SVK,2019,8.7892141,25.786274,21.704424,29.91453,65.424515,70.237663,60.556641
SVK-2020,SVK,2020,7.5463114,26.773348,22.011438,31.597046,65.680344,71.116478,60.173664
SVN-2000,SVN,2000,25.176582,15.726464,14.122491,17.341646,59.096954,65.1269,53.024876
SVN-2002,SVN,2002,22.982054,15.257369,13.418317,17.137419,61.760578,67.47995,55.913704
SVN-2003,SVN,2003,21.86058,17.744364,15.434653,20.10025,60.395054,66.4095,54.26038
SVN-2004,SVN,2004,20.331007,19.040981,16.431631,21.706018,60.628014,66.640808,54.486889
SVN-2005,SVN,2005,19.703846,20.171976,17.583389,22.831985,60.12418,65.517113,54.582447
SVN-2006,SVN,2006,18.436632,21.387041,18.378719,24.460098,60.176327,65.420586,54.819218
SVN-2007,SVN,2007,18.181656,22.227602,18.753334,25.809883,59.590744,65.292976,53.711231
SVN-2008,SVN,2008,17.956785,22.637665,18.982487,26.446932,59.405548,65.043884,53.529526
SVN-2009,SVN,2009,16.713486,23.315817,18.952723,27.864328,59.970695,66.288422,53.384491
SVN-2010,SVN,2010,16.689947,23.716619,19.464472,28.145533,59.593433,65.687553,53.245975
SVN-2011,SVN,2011,15.523709,25.09059,20.281788,30.120878,59.3857,66.059586,52.404423
SVN-2012,SVN,2012,15.027221,26.439035,21.10297,31.995443,58.533745,65.052078,51.74625
SVN-2013,SVN,2013,14.546692,27.880541,22.710682,33.303898,57.572769,63.500992,51.353859
SVN-2014,SVN,2014,14.274657,28.600916,23.440107,34.072308,57.124428,63.685753,50.168236
SVN-2015,SVN,2015,13.213673,30.173296,24.047276,36.687336,56.613033,63.916119,48.84737
SVN-2016,SVN,2016,12.65544,30.735788,24.278795,37.551964,56.608772,64.348885,48.438099
SVN-2017,SVN,2017,12.3177,34.302807,28.41753,39.377754,53.379494,60.170712,47.523338
SVN-2018,SVN,2018,11.862703,32.455208,26.375181,38.859341,55.682087,62.456078,48.547001
SVN-2019,SVN,2019,11.202892,33.283279,26.791559,40.225487,55.513828,62.466618,48.078552
SVN-2020,SVN,2020,9.7609425,35.881027,29.27351,43.015697,54.358028,61.780827,46.343037
SWE-1991,SWE,1991,30.885897,25.235058,24.903376,25.576601,43.879047,43.25029,44.526493
SWE-1992,SWE,1992,29.650333,25.830162,25.4154,26.258766,44.519505,43.847412,45.214027
SWE-1994,SWE,1994,26.845686,27.01993,25.781836,28.307768,46.134384,45.571159,46.720234
SWE-1995,SWE,1995,25.347328,28.309612,27.135748,29.530975,46.34306,45.84536,46.860897
SWE-1997,SWE,1997,24.683062,27.536875,26.233829,28.875975,47.780064,47.628525,47.935795
SWE-1998,SWE,1998,23.859674,27.991739,26.474819,29.554188,48.148586,47.93969,48.36375
SWE-1999,SWE,1999,23.393442,28.748779,27.095663,30.452808,47.857777,47.860485,47.854984
SWE-2000,SWE,2000,22.448189,30.122953,28.110241,32.199219,47.42886,47.786186,47.060246
SWE-2001,SWE,2001,19.359905,31.602741,29.704935,33.559277,49.037354,49.212776,48.856503
SWE-2002,SWE,2002,18.423943,32.56509,30.346062,34.85194,49.010967,49.43766,48.571232
SWE-2003,SWE,2003,17.800028,33.419739,31.010715,35.901234,48.780231,49.503696,48.035007
SWE-2004,SWE,2004,17.057032,34.529377,31.638466,37.503696,48.413593,49.244305,47.55891
SWE-2005,SWE,2005,16.40815,29.645443,25.071199,34.353493,53.946407,56.455326,51.364094
SWE-2006,SWE,2006,15.924377,30.520433,25.998913,35.169765,53.555191,56.07724,50.961845
SWE-2007,SWE,2007,15.411971,31.328465,26.804079,35.980637,53.259563,55.972328,50.470181
SWE-2008,SWE,2008,14.958108,32.02702,27.286299,36.906319,53.01487,56.08675,49.853195
SWE-2009,SWE,2009,14.261111,33.060085,28.141668,38.117825,52.678806,56.009247,49.254021
SWE-2010,SWE,2010,13.727367,33.868935,28.961029,38.915661,52.403698,55.820549,48.890202
SWE-2011,SWE,2011,12.964911,35.174355,29.544264,40.965481,51.860733,55.979431,47.624233
SWE-2012,SWE,2012,12.497745,35.698952,30.078955,41.47477,51.803307,55.91975,47.572727
SWE-2013,SWE,2013,11.829718,37.034386,31.174072,43.063572,51.135899,55.624168,46.518291
SWE-2014,SWE,2014,18.445162,38.700306,32.535137,45.048241,42.85453,48.252113,37.29694
SWE-2015,SWE,2015,18.024088,39.786552,33.02187,46.754311,42.189362,47.87674,36.331245
SWE-2016,SWE,2016,17.272491,41.139179,34.458351,48.042187,41.588329,47.493156,35.487129
SWE-2017,SWE,2017,17.003588,41.936691,35.476173,48.62455,41.059723,46.794205,35.123444
SWE-2018,SWE,2018,16.712725,43.247318,36.428112,50.303387,40.039955,45.640575,34.244801
SWE-2019,SWE,2019,16.366867,43.970543,36.802536,51.407867,39.662586,45.289131,33.824646
SWE-2020,SWE,2020,16.099548,44.608795,37.316448,52.181118,39.291656,45.343319,33.007652
TUR-1991,TUR,1991,82.280052,6.3314686,7.5748739,4.4307685,11.388478,12.224531,10.110466
TUR-1992,TUR,1992,86.381432,4.7576094,6.6192346,2.8581679,8.8609562,11.555142,6.112041
TUR-1994,TUR,1994,80.244736,7.0107942,8.2041521,5.29741,12.74447,14.042245,10.881166
TUR-1995,TUR,1995,76.977737,8.3635979,9.6747255,6.6455889,14.658667,16.013178,12.883808
TUR-1997,TUR,1997,78.995949,7.5800052,8.8831902,5.8980436,13.424049,15.385793,10.892117
TUR-1998,TUR,1998,78.171303,7.4544587,8.8430605,5.6745639,14.374236,16.394894,11.784178
TUR-1999,TUR,1999,77.53083,8.0786676,9.3955412,6.4062428,14.390502,16.258217,12.018511
TUR-2000,TUR,2000,76.703934,8.3461838,9.6295271,6.7412806,14.949884,17.080616,12.285268
TUR-2001,TUR,2001,76.448608,8.4432325,9.7764606,6.7813683,15.108155,17.586857,12.018464
TUR-2002,TUR,2002,74.994644,9.1408987,10.597614,7.3541102,15.864458,18.602541,12.505962
TUR-2003,TUR,2003,73.536079,9.7044678,11.379658,7.6899786,16.759451,19.650051,13.283379
TUR-2004,TUR,2004,72.799454,9.653903,11.420965,7.5607066,17.546646,20.34609,14.230527
TUR-2005,TUR,2005,71.917953,10.23861,11.905375,8.2725058,17.843439,20.910145,14.225973
TUR-2006,TUR,2006,70.854713,10.919287,12.532948,9.0134163,18.225998,21.118362,14.809874
TUR-2007,TUR,2007,70.408333,11.290907,12.924713,9.3783531,18.300762,21.082865,15.043995
TUR-2008,TUR,2008,69.691528,12.040659,13.642329,10.178893,18.267813,20.931759,15.171267
TUR-2009,TUR,2009,68.94503,12.710275,14.15733,11.04001,18.344694,21.025909,15.249899
TUR-2010,TUR,2010,68.793961,13.118464,14.764297,11.218709,18.087578,20.842369,14.907773
TUR-2011,TUR,2011,67.851822,14.034094,15.678202,12.137356,18.114084,20.768888,15.051348
TUR-2012,TUR,2012,66.135818,15.290227,16.887274,13.454704,18.573956,21.297602,15.443606
TUR-2013,TUR,2013,65.167839,15.907355,17.498672,14.094731,18.924805,21.577271,15.903454
TUR-2014,TUR,2014,64.367012,16.693634,18.234095,14.930908,18.939352,21.585028,15.911946
TUR-2015,TUR,2015,63.007553,18.020138,19.456432,16.383751,18.972311,21.634813,15.93889
TUR-2016,TUR,2016,61.486542,19.362528,20.724001,17.828663,19.15093,21.83629,16.125542
TUR-2017,TUR,2017,60.708405,20.013071,21.169254,18.717081,19.278526,21.891384,16.349726
TUR-2018,TUR,2018,59.763054,20.780222,21.766516,19.684227,19.456722,22.162004,16.450544
TUR-2019,TUR,2019,58.29987,21.951159,23.037657,20.753014,19.74897,22.25272,16.987946
USA-1990,USA,1990,16.766804,23.647634,26.522311,20.899049,59.585562,56.35856,62.671018
USA-1991,USA,1991,16.288632,23.749318,26.188851,21.411994,59.96205,57.119923,62.685101
USA-1992,USA,1992,15.957628,30.168661,31.896538,28.510414,53.873711,51.863548,55.802868
USA-1993,USA,1993,15.101262,31.34177,33.102524,29.642122,53.556969,51.462322,55.578918
USA-1994,USA,1994,14.857755,32.240868,33.761494,30.767853,52.901375,50.911629,54.828823
USA-1995,USA,1995,14.20853,33.278633,34.898369,31.711979,52.512836,50.388214,54.567833
USA-1996,USA,1996,14.340582,33.91544,34.691181,33.167648,51.743977,50.482288,52.960209
USA-1997,USA,1997,14.087601,34.06329,34.615559,33.52882,51.84911,50.568317,53.088627
USA-1998,USA,1998,13.544776,34.871624,35.487221,34.27697,51.583603,50.292728,52.830551
USA-1999,USA,1999,13.080087,35.761505,36.516602,35.037582,51.158409,49.834217,52.427933
USA-2000,USA,2000,12.557263,36.494774,36.878101,36.128067,50.94796,50.224819,51.639755
USA-2001,USA,2001,12.616223,37.520222,37.539955,37.501244,49.863556,49.274887,50.42971
USA-2002,USA,2002,12.656256,38.133007,37.963535,38.296085,49.210739,48.563362,49.833706
USA-2003,USA,2003,12.469723,38.42197,37.905041,38.920006,49.108307,48.598309,49.599659
USA-2004,USA,2004,12.092218,39.052998,38.438286,39.64632,48.854782,48.542862,49.155849
USA-2005,USA,2005,12.225618,39.054729,37.947601,40.124405,48.719654,48.9888,48.45961
USA-2006,USA,2006,12.203516,39.486282,38.340942,40.598663,48.3102,48.486736,48.138744
USA-2007,USA,2007,12.088685,40.270866,38.767502,41.730682,47.640446,47.944576,47.345131
USA-2008,USA,2008,11.304346,41.10516,39.341179,42.823307,47.590492,48.19083,47.005756
USA-2009,USA,2009,11.355431,41.214626,38.974968,43.397057,47.429943,48.636074,46.254631
USA-2010,USA,2010,11.030482,41.662415,39.286079,43.973343,47.307102,48.676765,45.97514
USA-2011,USA,2011,10.741901,42.44838,40.254238,44.586857,46.809719,48.095036,45.557011
USA-2012,USA,2012,10.692155,43.052437,40.880066,45.133545,46.255409,47.580898,44.985603
USA-2013,USA,2013,10.371985,43.910252,41.350658,46.359722,45.717762,47.271587,44.230789
USA-2014,USA,2014,10.429553,44.224617,41.449047,46.897011,45.345833,47.087082,43.669308
USA-2015,USA,2015,10.457861,44.629398,41.735706,47.412323,44.912739,46.939987,42.963097
USA-2016,USA,2016,9.8527498,45.666355,42.716476,48.507526,44.480896,46.620445,42.420189
USA-2017,USA,2017,9.3544931,46.3568,43.039238,49.545597,44.288704,46.787632,41.886772
USA-2018,USA,2018,9.1761637,47.431145,44.312847,50.435326,43.392693,45.757004,41.114902
USA-2019,USA,2019,9.1898708,48.340187,45.024239,51.534691,42.469944,44.949524,40.081177
USA-2020,USA,2020,8.2770815,50.055275,46.559158,53.423653,41.667641,44.396774,39.038227
ZAF-2010,ZAF,2010,57.293068,6.860743,7.7478127,6.0362172,35.846188,36.980247,34.792088
ZAF-2011,ZAF,2011,56.113945,7.147109,8.0584145,6.2947421,36.738945,37.644058,35.892372
ZAF-2012,ZAF,2012,58.530075,9.5728703,10.057694,9.1173849,31.897055,32.816669,31.033089
ZAF-2013,ZAF,2013,60.621803,12.632441,12.8367,12.439316,26.745756,27.382154,26.144051
ZAF-2014,ZAF,2014,59.530769,12.759739,12.820092,12.702259,27.709494,28.29941,27.147659
ZAF-2015,ZAF,2015,59.361786,13.034455,12.6703,13.382331,27.603758,28.257734,26.979023
ZAF-2016,ZAF,2016,58.211182,13.804585,13.194118,14.389567,27.984232,28.70327,27.295212
ZAF-2017,ZAF,2017,55.935062,15.495651,14.91624,16.05265,28.569286,29.182283,27.979998
ZAF-2018,ZAF,2018,55.297176,15.387996,14.855694,15.901568,29.314827,30.129017,28.529285
ZAF-2019,ZAF,2019,54.462048,15.798151,15.127214,16.446951,29.739803,30.516876,28.988367
ZAF-2020,ZAF,2020,52.348087,15.839705,14.797209,16.851519,31.812206,32.806484,30.847193
