LocationTime,LOCATION,TIME,smoking_val
AUS-1992,AUS,1992,26.0
AUS-1995,AUS,1995,24.1
AUS-1998,AUS,1998,22.1
AUS-2001,AUS,2001,19.6
AUS-2004,AUS,2004,17.8
AUS-2007,AUS,2007,16.9
AUS-2010,AUS,2010,15.3
AUS-2013,AUS,2013,13.0
AUS-2016,AUS,2016,12.4
AUS-2019,AUS,2019,11.2
AUT-1997,AUT,1997,24.3
AUT-2006,AUT,2006,23.2
AUT-2014,AUT,2014,24.3
AUT-2019,AUT,2019,20.6
BEL-1997,BEL,1997,25.5
BEL-2001,BEL,2001,24.1
BEL-2004,BEL,2004,23.7
BEL-2008,BEL,2008,20.5
BEL-2013,BEL,2013,18.9
BEL-2018,BEL,2018,15.4
CAN-1990,CAN,1990,28.2
CAN-1991,CAN,1991,25.9
CAN-1994,CAN,1994,25.5
CAN-1996,CAN,1996,24.5
CAN-1998,CAN,1998,23.8
CAN-2001,CAN,2001,22.4
CAN-2003,CAN,2003,18.7
CAN-2005,CAN,2005,17.3
CAN-2007,CAN,2007,18.2
CAN-2008,CAN,2008,17.5
CAN-2009,CAN,2009,16.2
CAN-2010,CAN,2010,16.3
CAN-2011,CAN,2011,15.7
CAN-2012,CAN,2012,16.1
CAN-2013,CAN,2013,14.9
CAN-2014,CAN,2014,14.0
CAN-2015,CAN,2015,13.1
CAN-2016,CAN,2016,12.5
CAN-2017,CAN,2017,12.0
CAN-2018,CAN,2018,11.3
CAN-2019,CAN,2019,10.3
CAN-2020,CAN,2020,9.4
CZE-1993,CZE,1993,26.1
CZE-1996,CZE,1996,26.2
CZE-1999,CZE,1999,23.5
CZE-2002,CZE,2002,24.1
CZE-2003,CZE,2003,27.2
CZE-2004,CZE,2004,25.4
CZE-2005,CZE,2005,24.3
CZE-2006,CZE,2006,23.4
CZE-2007,CZE,2007,24.0
CZE-2008,CZE,2008,21.8
CZE-2009,CZE,2009,23.8
CZE-2010,CZE,2010,22.8
CZE-2011,CZE,2011,21.7
CZE-2012,CZE,2012,22.9
CZE-2013,CZE,2013,22.2
CZE-2014,CZE,2014,22.3
CZE-2015,CZE,2015,18.2
CZE-2016,CZE,2016,19.6
CZE-2017,CZE,2017,18.4
CZE-2018,CZE,2018,21.1
CZE-2019,CZE,2019,18.1
CZE-2020,CZE,2020,16.6
DNK-1990,DNK,1990,44.5
DNK-1991,DNK,1991,44.0
DNK-1992,DNK,1992,42.5
DNK-1993,DNK,1993,42.0
DNK-1994,DNK,1994,37.0
DNK-1995,DNK,1995,35.5
DNK-1996,DNK,1996,34.0
DNK-1997,DNK,1997,32.0
DNK-1998,DNK,1998,31.0
DNK-1999,DNK,1999,31.0
DNK-2000,DNK,2000,30.5
DNK-2001,DNK,2001,29.5
DNK-2002,DNK,2002,28.0
DNK-2003,DNK,2003,28.0
DNK-2004,DNK,2004,26.0
DNK-2005,DNK,2005,26.0
DNK-2006,DNK,2006,25.0
DNK-2007,DNK,2007,24.0
DNK-2008,DNK,2008,23.0
DNK-2009,DNK,2009,19.0
DNK-2010,DNK,2010,20.9
DNK-2013,DNK,2013,17.0
DNK-2017,DNK,2017,16.9
FIN-1990,FIN,1990,25.9
FIN-1991,FIN,1991,27.0
FIN-1992,FIN,1992,26.0
FIN-1993,FIN,1993,23.9
FIN-1994,FIN,1994,22.7
FIN-1995,FIN,1995,24.0
FIN-1996,FIN,1996,22.4
FIN-1997,FIN,1997,24.1
FIN-1998,FIN,1998,25.1
FIN-1999,FIN,1999,23.2
FIN-2000,FIN,2000,23.4
FIN-2001,FIN,2001,23.8
FIN-2002,FIN,2002,23.4
FIN-2003,FIN,2003,22.2
FIN-2004,FIN,2004,23.0
FIN-2005,FIN,2005,21.8
FIN-2006,FIN,2006,21.4
FIN-2007,FIN,2007,20.6
FIN-2008,FIN,2008,20.4
FIN-2009,FIN,2009,18.6
FIN-2010,FIN,2010,19.0
FIN-2011,FIN,2011,17.8
FIN-2012,FIN,2012,17.0
FIN-2013,FIN,2013,15.8
FIN-2014,FIN,2014,15.4
FIN-2015,FIN,2015,17.4
FIN-2016,FIN,2016,15.0
FIN-2017,FIN,2017,13.0
FIN-2018,FIN,2018,14.0
FIN-2019,FIN,2019,13.0
FIN-2020,FIN,2020,12.0
FRA-1990,FRA,1990,31.0
FRA-1991,FRA,1991,31.0
FRA-1992,FRA,1992,29.0
FRA-1993,FRA,1993,29.0
FRA-1994,FRA,1994,28.0
FRA-1995,FRA,1995,29.0
FRA-1996,FRA,1996,24.0
FRA-1997,FRA,1997,28.0
FRA-1998,FRA,1998,28.0
FRA-1999,FRA,1999,28.0
FRA-2000,FRA,2000,30.0
FRA-2005,FRA,2005,27.5
FRA-2010,FRA,2010,29.7
FRA-2014,FRA,2014,28.5
FRA-2015,FRA,2015,29.4
FRA-2016,FRA,2016,29.4
FRA-2017,FRA,2017,26.9
FRA-2018,FRA,2018,25.4
FRA-2019,FRA,2019,24.0
FRA-2020,FRA,2020,25.5
DEU-1992,DEU,1992,24.8
DEU-1995,DEU,1995,24.3
DEU-1999,DEU,1999,24.7
DEU-2003,DEU,2003,24.3
DEU-2005,DEU,2005,23.2
DEU-2009,DEU,2009,21.9
DEU-2013,DEU,2013,20.9
DEU-2017,DEU,2017,18.8
GRC-1998,GRC,1998,37.6
GRC-2000,GRC,2000,35.0
GRC-2004,GRC,2004,38.6
GRC-2006,GRC,2006,40.0
GRC-2008,GRC,2008,39.7
GRC-2009,GRC,2009,31.9
GRC-2014,GRC,2014,27.3
GRC-2019,GRC,2019,24.9
HUN-1994,HUN,1994,35.5
HUN-2000,HUN,2000,30.2
HUN-2003,HUN,2003,30.4
HUN-2009,HUN,2009,26.5
HUN-2014,HUN,2014,25.8
HUN-2019,HUN,2019,24.9
ISL-1990,ISL,1990,30.2
ISL-1991,ISL,1991,29.8
ISL-1992,ISL,1992,28.3
ISL-1993,ISL,1993,26.2
ISL-1994,ISL,1994,26.4
ISL-1995,ISL,1995,26.5
ISL-1996,ISL,1996,27.4
ISL-1997,ISL,1997,26.8
ISL-1998,ISL,1998,24.6
ISL-1999,ISL,1999,25.0
ISL-2000,ISL,2000,22.4
ISL-2001,ISL,2001,22.9
ISL-2002,ISL,2002,21.1
ISL-2003,ISL,2003,21.9
ISL-2004,ISL,2004,19.8
ISL-2005,ISL,2005,19.2
ISL-2006,ISL,2006,18.8
ISL-2007,ISL,2007,19.0
ISL-2008,ISL,2008,17.6
ISL-2009,ISL,2009,15.4
ISL-2010,ISL,2010,14.2
ISL-2011,ISL,2011,14.3
ISL-2012,ISL,2012,13.8
ISL-2013,ISL,2013,11.4
ISL-2014,ISL,2014,12.6
ISL-2015,ISL,2015,10.9
ISL-2016,ISL,2016,10.2
ISL-2017,ISL,2017,9.4
ISL-2018,ISL,2018,8.6
ISL-2019,ISL,2019,8.2
ISL-2020,ISL,2020,7.3
IRL-1990,IRL,1990,30.0
IRL-1991,IRL,1991,28.5
IRL-1992,IRL,1992,30.0
IRL-1993,IRL,1993,28.5
IRL-1994,IRL,1994,28.0
IRL-1998,IRL,1998,33.0
IRL-2002,IRL,2002,27.0
IRL-2007,IRL,2007,24.0
IRL-2015,IRL,2015,19.0
IRL-2016,IRL,2016,19.0
IRL-2017,IRL,2017,18.0
IRL-2018,IRL,2018,17.0
IRL-2019,IRL,2019,14.0
ITA-1990,ITA,1990,27.8
ITA-1993,ITA,1993,25.7
ITA-1994,ITA,1994,25.4
ITA-1995,ITA,1995,25.6
ITA-1996,ITA,1996,26.4
ITA-1997,ITA,1997,25.2
ITA-1998,ITA,1998,24.7
ITA-1999,ITA,1999,24.7
ITA-2000,ITA,2000,24.4
ITA-2001,ITA,2001,24.1
ITA-2002,ITA,2002,24.0
ITA-2003,ITA,2003,24.2
ITA-2005,ITA,2005,22.3
ITA-2006,ITA,2006,23.0
ITA-2007,ITA,2007,22.4
ITA-2008,ITA,2008,22.4
ITA-2009,ITA,2009,23.3
ITA-2010,ITA,2010,23.1
ITA-2011,ITA,2011,22.5
ITA-2012,ITA,2012,22.1
ITA-2013,ITA,2013,21.1
ITA-2014,ITA,2014,19.7
ITA-2015,ITA,2015,19.8
ITA-2016,ITA,2016,20.0
ITA-2017,ITA,2017,19.9
ITA-2018,ITA,2018,19.2
ITA-2019,ITA,2019,18.6
ITA-2020,ITA,2020,18.8
JPN-1990,JPN,1990,28.5
JPN-1991,JPN,1991,27.8
JPN-1992,JPN,1992,27.1
JPN-1993,JPN,1993,24.7
JPN-1994,JPN,1994,24.5
JPN-1995,JPN,1995,28.2
JPN-1996,JPN,1996,27.1
JPN-1997,JPN,1997,28.7
JPN-1998,JPN,1998,27.6
JPN-1999,JPN,1999,26.2
JPN-2000,JPN,2000,27.0
JPN-2001,JPN,2001,24.4
JPN-2002,JPN,2002,24.0
JPN-2003,JPN,2003,27.7
JPN-2004,JPN,2004,26.4
JPN-2005,JPN,2005,24.2
JPN-2006,JPN,2006,23.8
JPN-2007,JPN,2007,24.1
JPN-2008,JPN,2008,21.8
JPN-2009,JPN,2009,23.4
JPN-2010,JPN,2010,19.5
JPN-2011,JPN,2011,20.1
JPN-2012,JPN,2012,20.7
JPN-2013,JPN,2013,19.3
JPN-2014,JPN,2014,19.6
JPN-2015,JPN,2015,18.2
JPN-2016,JPN,2016,18.3
JPN-2017,JPN,2017,17.7
JPN-2018,JPN,2018,17.8
JPN-2019,JPN,2019,16.7
KOR-1992,KOR,1992,34.7
KOR-1995,KOR,1995,35.2
KOR-1998,KOR,1998,30.7
KOR-2001,KOR,2001,26.1
KOR-2005,KOR,2005,25.9
KOR-2007,KOR,2007,24.0
KOR-2008,KOR,2008,26.3
KOR-2009,KOR,2009,25.6
KOR-2010,KOR,2010,22.9
KOR-2011,KOR,2011,23.2
KOR-2012,KOR,2012,21.6
KOR-2013,KOR,2013,19.9
KOR-2014,KOR,2014,20.0
KOR-2015,KOR,2015,17.3
KOR-2016,KOR,2016,18.4
KOR-2017,KOR,2017,17.5
KOR-2018,KOR,2018,17.5
KOR-2019,KOR,2019,16.4
KOR-2020,KOR,2020,15.9
LUX-2001,LUX,2001,26.0
LUX-2002,LUX,2002,26.0
LUX-2003,LUX,2003,28.0
LUX-2004,LUX,2004,27.0
LUX-2005,LUX,2005,23.0
LUX-2006,LUX,2006,21.0
LUX-2007,LUX,2007,21.0
LUX-2008,LUX,2008,20.0
LUX-2009,LUX,2009,19.0
LUX-2010,LUX,2010,18.3
LUX-2011,LUX,2011,16.9
LUX-2012,LUX,2012,16.8
LUX-2013,LUX,2013,15.7
LUX-2014,LUX,2014,15.3
LUX-2015,LUX,2015,15.0
LUX-2016,LUX,2016,14.9
LUX-2017,LUX,2017,16.0
LUX-2018,LUX,2018,14.5
LUX-2019,LUX,2019,16.8
LUX-2020,LUX,2020,16.9
MEX-2000,MEX,2000,12.4
MEX-2002,MEX,2002,14.6
MEX-2006,MEX,2006,13.0
MEX-2008,MEX,2008,10.8
MEX-2009,MEX,2009,7.6
MEX-2011,MEX,2011,10.3
MEX-2012,MEX,2012,11.8
MEX-2015,MEX,2015,7.6
MEX-2016,MEX,2016,7.6
MEX-2018,MEX,2018,7.7
MEX-2020,MEX,2020,7.4
NLD-1990,NLD,1990,37.0
NLD-1991,NLD,1991,38.0
NLD-1992,NLD,1992,37.0
NLD-1993,NLD,1993,36.0
NLD-1994,NLD,1994,37.0
NLD-1995,NLD,1995,36.0
NLD-1996,NLD,1996,36.0
NLD-1997,NLD,1997,36.0
NLD-1998,NLD,1998,35.0
NLD-1999,NLD,1999,34.0
NLD-2000,NLD,2000,32.0
NLD-2001,NLD,2001,28.8
NLD-2002,NLD,2002,27.6
NLD-2003,NLD,2003,26.7
NLD-2004,NLD,2004,25.4
NLD-2005,NLD,2005,25.2
NLD-2006,NLD,2006,25.2
NLD-2007,NLD,2007,23.1
NLD-2008,NLD,2008,23.3
NLD-2009,NLD,2009,22.6
NLD-2010,NLD,2010,20.9
NLD-2011,NLD,2011,20.8
NLD-2012,NLD,2012,18.4
NLD-2013,NLD,2013,18.5
NLD-2014,NLD,2014,19.1
NLD-2015,NLD,2015,19.0
NLD-2016,NLD,2016,18.0
NLD-2017,NLD,2017,16.8
NLD-2018,NLD,2018,15.5
NLD-2019,NLD,2019,15.4
NLD-2020,NLD,2020,14.4
NZL-1990,NZL,1990,28.0
NZL-1991,NZL,1991,26.0
NZL-1992,NZL,1992,27.0
NZL-1993,NZL,1993,27.0
NZL-1994,NZL,1994,27.0
NZL-1995,NZL,1995,27.0
NZL-1996,NZL,1996,26.0
NZL-1997,NZL,1997,26.0
NZL-1998,NZL,1998,25.0
NZL-1999,NZL,1999,26.0
NZL-2000,NZL,2000,25.0
NZL-2001,NZL,2001,25.0
NZL-2002,NZL,2002,25.0
NZL-2003,NZL,2003,23.0
NZL-2004,NZL,2004,22.0
NZL-2005,NZL,2005,22.5
NZL-2006,NZL,2006,20.7
NZL-2007,NZL,2007,18.1
NZL-2012,NZL,2012,16.4
NZL-2013,NZL,2013,15.8
NZL-2014,NZL,2014,15.9
NZL-2015,NZL,2015,15.1
NZL-2016,NZL,2016,14.5
NZL-2017,NZL,2017,14.1
NZL-2018,NZL,2018,13.3
NZL-2019,NZL,2019,12.9
NZL-2020,NZL,2020,11.9
NOR-1990,NOR,1990,35.0
NOR-1991,NOR,1991,34.0
NOR-1992,NOR,1992,35.0
NOR-1993,NOR,1993,37.0
NOR-1994,NOR,1994,33.0
NOR-1995,NOR,1995,33.0
NOR-1996,NOR,1996,33.0
NOR-1997,NOR,1997,34.0
NOR-1998,NOR,1998,33.0
NOR-1999,NOR,1999,32.0
NOR-2000,NOR,2000,32.0
NOR-2001,NOR,2001,30.0
NOR-2002,NOR,2002,29.0
NOR-2003,NOR,2003,26.0
NOR-2004,NOR,2004,26.0
NOR-2005,NOR,2005,25.0
NOR-2006,NOR,2006,24.0
NOR-2007,NOR,2007,22.0
NOR-2008,NOR,2008,21.0
NOR-2009,NOR,2009,21.0
NOR-2010,NOR,2010,19.0
NOR-2011,NOR,2011,17.0
NOR-2012,NOR,2012,16.0
NOR-2013,NOR,2013,15.0
NOR-2014,NOR,2014,13.0
NOR-2015,NOR,2015,13.0
NOR-2016,NOR,2016,12.0
NOR-2017,NOR,2017,11.0
NOR-2018,NOR,2018,12.0
NOR-2019,NOR,2019,9.0
NOR-2020,NOR,2020,9.0
POL-1996,POL,1996,31.5
POL-2001,POL,2001,27.6
POL-2004,POL,2004,26.3
POL-2009,POL,2009,23.8
POL-2014,POL,2014,22.7
POL-2019,POL,2019,17.1
PRT-1996,PRT,1996,19.5
PRT-1999,PRT,1999,20.6
PRT-2006,PRT,2006,18.6
PRT-2014,PRT,2014,16.8
PRT-2019,PRT,2019,14.2
SVK-2003,SVK,2003,22.1
SVK-2009,SVK,2009,19.5
SVK-2014,SVK,2014,22.9
SVK-2019,SVK,2019,21.0
ESP-1993,ESP,1993,32.1
ESP-1995,ESP,1995,33.7
ESP-1997,ESP,1997,33.2
ESP-2001,ESP,2001,31.7
ESP-2003,ESP,2003,28.1
ESP-2006,ESP,2006,26.4
ESP-2009,ESP,2009,26.2
ESP-2011,ESP,2011,23.9
ESP-2014,ESP,2014,23.0
ESP-2017,ESP,2017,22.1
ESP-2020,ESP,2020,19.8
SWE-1990,SWE,1990,25.8
SWE-1991,SWE,1991,25.1
SWE-1992,SWE,1992,25.9
SWE-1993,SWE,1993,23.3
SWE-1994,SWE,1994,22.7
SWE-1995,SWE,1995,22.8
SWE-1996,SWE,1996,22.3
SWE-1997,SWE,1997,19.2
SWE-1998,SWE,1998,19.1
SWE-1999,SWE,1999,19.3
SWE-2000,SWE,2000,18.9
SWE-2001,SWE,2001,18.9
SWE-2002,SWE,2002,17.5
SWE-2003,SWE,2003,17.2
SWE-2004,SWE,2004,15.9
SWE-2005,SWE,2005,15.7
SWE-2006,SWE,2006,15.2
SWE-2007,SWE,2007,13.8
SWE-2008,SWE,2008,14.6
SWE-2009,SWE,2009,14.0
SWE-2010,SWE,2010,13.6
SWE-2011,SWE,2011,13.1
SWE-2012,SWE,2012,12.8
SWE-2013,SWE,2013,10.7
SWE-2014,SWE,2014,11.9
SWE-2015,SWE,2015,11.2
SWE-2016,SWE,2016,10.9
SWE-2017,SWE,2017,10.4
SWE-2018,SWE,2018,10.1
SWE-2019,SWE,2019,10.4
SWE-2020,SWE,2020,9.5
CHE-1992,CHE,1992,28.1
CHE-1997,CHE,1997,28.9
CHE-2002,CHE,2002,26.5
CHE-2007,CHE,2007,20.4
CHE-2012,CHE,2012,20.4
CHE-2017,CHE,2017,19.1
TUR-1995,TUR,1995,43.6
TUR-2003,TUR,2003,32.1
TUR-2006,TUR,2006,33.4
TUR-2008,TUR,2008,27.4
TUR-2010,TUR,2010,25.4
TUR-2012,TUR,2012,23.8
TUR-2014,TUR,2014,27.3
TUR-2016,TUR,2016,26.5
TUR-2019,TUR,2019,28.0
GBR-1990,GBR,1990,30.0
GBR-1992,GBR,1992,29.0
GBR-1994,GBR,1994,27.0
GBR-1996,GBR,1996,28.0
GBR-1998,GBR,1998,27.0
GBR-2000,GBR,2000,27.0
GBR-2001,GBR,2001,27.0
GBR-2002,GBR,2002,26.0
GBR-2003,GBR,2003,26.0
GBR-2004,GBR,2004,25.0
GBR-2005,GBR,2005,24.0
GBR-2006,GBR,2006,22.0
GBR-2007,GBR,2007,21.0
GBR-2008,GBR,2008,21.0
GBR-2009,GBR,2009,21.0
GBR-2010,GBR,2010,20.0
GBR-2011,GBR,2011,20.0
GBR-2012,GBR,2012,20.0
GBR-2013,GBR,2013,19.0
GBR-2014,GBR,2014,19.0
GBR-2015,GBR,2015,17.8
GBR-2016,GBR,2016,16.1
GBR-2017,GBR,2017,16.8
GBR-2018,GBR,2018,16.6
GBR-2019,GBR,2019,15.8
GBR-2020,GBR,2020,14.5
USA-1990,USA,1990,25.5
USA-1991,USA,1991,22.1
USA-1992,USA,1992,22.3
USA-1993,USA,1993,20.4
USA-1994,USA,1994,21.0
USA-1995,USA,1995,20.0
USA-1997,USA,1997,20.3
USA-1998,USA,1998,19.9
USA-1999,USA,1999,19.2
USA-2000,USA,2000,19.1
USA-2001,USA,2001,18.7
USA-2002,USA,2002,18.4
USA-2003,USA,2003,17.5
USA-2004,USA,2004,17.0
USA-2005,USA,2005,16.9
USA-2006,USA,2006,16.7
USA-2007,USA,2007,15.4
USA-2008,USA,2008,16.5
USA-2009,USA,2009,16.1
USA-2010,USA,2010,15.1
USA-2011,USA,2011,14.8
USA-2012,USA,2012,14.2
USA-2013,USA,2013,13.7
USA-2014,USA,2014,12.9
USA-2015,USA,2015,11.4
USA-2016,USA,2016,11.8
USA-2017,USA,2017,10.5
USA-2018,USA,2018,10.3
USA-2019,USA,2019,10.9
USA-2020,USA,2020,9.4
BRA-2003,BRA,2003,17.6
BRA-2006,BRA,2006,15.7
BRA-2007,BRA,2007,15.6
BRA-2008,BRA,2008,14.8
BRA-2009,BRA,2009,14.3
BRA-2010,BRA,2010,14.1
BRA-2011,BRA,2011,13.4
BRA-2012,BRA,2012,12.1
BRA-2013,BRA,2013,11.3
BRA-2014,BRA,2014,10.8
BRA-2015,BRA,2015,10.4
BRA-2016,BRA,2016,10.2
BRA-2017,BRA,2017,10.1
BRA-2018,BRA,2018,9.3
BRA-2019,BRA,2019,9.8
BRA-2020,BRA,2020,9.5
CHL-2003,CHL,2003,33.0
CHL-2009,CHL,2009,29.8
CHL-2016,CHL,2016,24.5
CHL-2020,CHL,2020,17.6
CHN-2000,CHN,2000,27.5
CHN-2005,CHN,2005,26.6
CHN-2010,CHN,2010,26.2
CHN-2015,CHN,2015,25.8
CHN-2018,CHN,2018,25.4
CHN-2019,CHN,2019,25.4
CHN-2020,CHN,2020,25.3
EST-1990,EST,1990,27.5
EST-1992,EST,1992,30.9
EST-1994,EST,1994,33.5
EST-1996,EST,1996,31.9
EST-1998,EST,1998,29.7
EST-2000,EST,2000,30.3
EST-2002,EST,2002,28.3
EST-2004,EST,2004,32.8
EST-2006,EST,2006,27.8
EST-2008,EST,2008,26.2
EST-2010,EST,2010,26.2
EST-2012,EST,2012,26.0
EST-2014,EST,2014,22.1
EST-2016,EST,2016,21.3
EST-2018,EST,2018,17.2
EST-2020,EST,2020,17.9
IND-2000,IND,2000,26.9
IND-2005,IND,2005,19.8
IND-2010,IND,2010,14.7
IND-2015,IND,2015,10.9
IND-2018,IND,2018,9.1
IND-2019,IND,2019,8.6
IND-2020,IND,2020,8.1
IDN-2000,IDN,2000,30.2
IDN-2005,IDN,2005,30.7
IDN-2010,IDN,2010,31.4
IDN-2015,IDN,2015,32.0
IDN-2018,IDN,2018,32.3
IDN-2019,IDN,2019,32.6
IDN-2020,IDN,2020,32.6
ISR-1996,ISR,1996,24.5
ISR-2000,ISR,2000,24.1
ISR-2002,ISR,2002,21.9
ISR-2004,ISR,2004,21.6
ISR-2006,ISR,2006,19.5
ISR-2008,ISR,2008,18.7
ISR-2010,ISR,2010,18.5
ISR-2013,ISR,2013,16.2
ISR-2014,ISR,2014,17.1
ISR-2016,ISR,2016,19.6
ISR-2017,ISR,2017,16.9
ISR-2019,ISR,2019,16.4
RUS-1991,RUS,1991,30.0
RUS-1998,RUS,1998,33.9
RUS-2000,RUS,2000,34.9
RUS-2001,RUS,2001,35.1
RUS-2004,RUS,2004,35.8
RUS-2009,RUS,2009,39.4
RUS-2016,RUS,2016,30.3
RUS-2017,RUS,2017,27.5
RUS-2018,RUS,2018,26.7
RUS-2019,RUS,2019,25.8
SVN-2001,SVN,2001,22.4
SVN-2007,SVN,2007,18.9
SVN-2014,SVN,2014,18.9
SVN-2019,SVN,2019,17.4
ZAF-2000,ZAF,2000,22.6
ZAF-2005,ZAF,2005,21.6
ZAF-2010,ZAF,2010,21.0
ZAF-2015,ZAF,2015,20.6
ZAF-2018,ZAF,2018,20.3
ZAF-2019,ZAF,2019,20.2
ZAF-2020,ZAF,2020,20.2
COL-2008,COL,2008,17.1
COL-2013,COL,2013,13.0
LVA-2008,LVA,2008,28.1
LVA-2014,LVA,2014,24.6
LVA-2019,LVA,2019,22.6
LTU-2005,LTU,2005,24.5
LTU-2014,LTU,2014,20.3
LTU-2019,LTU,2019,18.9
CRI-1990,CRI,1990,16.6
CRI-1991,CRI,1991,16.2
CRI-1992,CRI,1992,15.8
CRI-1993,CRI,1993,15.5
CRI-1994,CRI,1994,15.1
CRI-1995,CRI,1995,14.7
CRI-1996,CRI,1996,14.3
CRI-1997,CRI,1997,13.8
CRI-1998,CRI,1998,13.4
CRI-1999,CRI,1999,12.9
CRI-2000,CRI,2000,12.5
CRI-2006,CRI,2006,15.8
CRI-2007,CRI,2007,15.5
CRI-2008,CRI,2008,15.1
CRI-2009,CRI,2009,14.8
CRI-2010,CRI,2010,14.4
CRI-2011,CRI,2011,13.7
CRI-2012,CRI,2012,13.0
CRI-2013,CRI,2013,12.3
CRI-2014,CRI,2014,11.7
CRI-2015,CRI,2015,11.0
CRI-2016,CRI,2016,10.5
CRI-2017,CRI,2017,10.0
CRI-2018,CRI,2018,9.5
CRI-2019,CRI,2019,8.9
CRI-2020,CRI,2020,8.4
AUS-1992,AUS,1992,28.2
AUS-1995,AUS,1995,26.3
AUS-1998,AUS,1998,24.4
AUS-2001,AUS,2001,21.2
AUS-2004,AUS,2004,19.0
AUS-2007,AUS,2007,18.3
AUS-2010,AUS,2010,16.6
AUS-2013,AUS,2013,14.7
AUS-2016,AUS,2016,14.0
AUS-2019,AUS,2019,12.4
