LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Pov_Val,Smoking_Val,Soc_Spend_Val,Soc_Sup_Val,Work_Hour_Val
LUX-2008,8.7,12,32.1,27.7,202.4,233.9,35.2,0.1,22.4,0.5,80,1581
LUX-2009,9.6,11.9,22.7,34.8,217.2,276.3,36.7,0.1,,1.1,80,1518
LUX-2010,10.5,11.9,22.3,35.5,220.8,288.2,38.7,0.1,18.7,1.2,80,1521
LUX-2011,10.7,11.8,22.7,37,224.8,277.2,39.7,0.1,,1.2,80,1520
LUX-2012,9.6,11.8,21.7,39.1,236.1,235.9,40.3,0.1,17.3,1.3,90.8,1514
LUX-2013,7.6,11.4,19.5,40.7,238.7,244.1,,0.1,,1.1,92.2,1506
LUX-2014,12.2,11.6,18,45.9,245.6,242.6,48,0.1,18.2,1,92.2,1512
LUX-2015,11.5,11.5,25.4,39.8,257.5,239.2,14.7,0.1,17.5,1.1,90.8,1519
LUX-2016,7.5,11.4,21.2,42.9,260.5,249.7,14.7,0.1,16.2,1.1,90.8,1518
LUX-2017,8.7,11.3,23.3,40.3,271.8,249.1,14.5,0.1,16.3,1.1,92.2,1508
LUX-2018,8.2,11.1,22.8,43.9,279.9,261.1,14.2,0.1,15.7,21.5,92.2,1509
LUX-2019,10.9,11,24.9,51.6,289.1,250.6,14,0.1,16.1,21.6,92.2,1507
LVA-1990,28.4,6.7,20.8,45.9,187.1,,13.2,0.1,14.9,,,
LVA-1991,30.7,6.7,17.9,39.8,188.4,124.3,12.3,0.1,14,,,
LVA-1992,37.6,6.9,17,42.9,193.6,130.5,11.2,,13.1,,90.8,
LVA-1993,45.2,8,15.7,40.3,195.3,138.6,11.1,0.1,12.5,,90.8,
LVA-1994,42.9,9.6,15.6,43.9,202.9,133.9,11.4,0.1,12,,92.2,
LVA-1995,43.1,9.1,15.9,,202.4,155,15.3,0.1,11.3,0,92.2,1867.1
LVA-1996,38.9,8.4,15.4,17,217.2,161.5,14.4,0.1,10.3,0,90.8,1865.5
LVA-1997,37.6,8.4,14.1,16,220.8,147.9,14.3,0.1,24.1,0,90.8,1861.2
LVA-1998,35.6,8.9,13.2,17.2,224.8,156.9,13.9,0.1,,0,,1860
LVA-1999,32.7,8.8,11.4,17.8,971.8,144,13.7,0.1,,0.1,80.2,1861.5
LVA-2000,33.8,7.1,12.1,18.2,941.6,166.8,13.7,0.1,,0.1,82.1,1864.6
LVA-2001,30.9,6.7,10.9,17.8,933.8,112.5,13.4,0.1,12.4,0.1,78,1872.5
LVA-2002,29.7,7.4,17.9,18.9,955.5,123.8,13.2,0.1,11.5,0.2,,1841.7
LVA-2003,26.7,8.2,17,17.9,962.1,124.3,13,,11.2,0.1,79,1836
LVA-2004,24.8,8.8,15.7,19.8,963.9,130.5,13,,11.2,0.2,79,1802.2
LVA-2005,25.1,9.9,15.6,20.3,972.4,138.6,13.4,,12.3,0.1,79,1842.1
LVA-2006,21.6,10.4,15.9,20.9,1030.9,133.9,13.3,0.2,14.3,0.2,79,1829
LVA-2007,20.4,12.1,15.4,22.2,1057.5,155,,0.1,16.8,0.1,79,1793.6
LVA-2008,23.7,11.8,14.1,24.8,1054.9,161.5,48.5,0.1,,0.1,82.1,1751.1
LVA-2009,23.6,9.9,13.2,25.8,908.5,147.9,13,0.1,13.4,0.1,78,1707.3
LVA-2010,20.1,9.8,11.4,26.9,850.7,156.9,13.4,0.1,12.1,0.2,,1692.4
LVA-2011,20.5,10.1,12.1,27.7,861.6,144,13.3,0.1,11.3,0.1,79,1707
LVA-2012,20.9,10.2,10.9,29.2,875.6,166.8,50.7,0.1,10.8,0.1,79,1691.6
LVA-2013,18.2,10.4,10.6,31,893.9,178,30.4,0.1,10.4,0.1,79,1685.9
LVA-2014,18.4,10.6,13.3,30.2,884.7,187.1,31,0.1,10.2,0.1,79,1695.3
LVA-2015,18.6,10.8,12.2,31.6,896.1,208.2,32.4,0.1,10.1,0.1,79,1663.2
LVA-2016,17.7,11.3,11.3,33.4,893.3,253,33.5,0.1,9.3,0.1,79,1663.8
LVA-2017,17.3,10.9,12.4,33.9,894.8,253.5,34.1,0.1,9.8,0.1,79,1649.9
LVA-2018,14.7,11,12.4,33.9,909.4,263.1,35.2,0.1,28.2,15.8,79,1661.3
LVA-2019,14.4,11.6,11.6,35.7,910,283.4,36.7,,25.9,16.4,79,1631
LVA-2020,14.9,12.1,10.5,37.8,893,283.3,38.7,0.1,,,91.3,1576.9
MEX-1990,3.6,4.9,20.8,45.9,23403.4,,39.7,0.1,,0.1,,
MEX-1991,3.6,4.8,17.9,39.8,29225.5,233.9,40.3,0.1,25.5,0.1,,2113
MEX-1992,3.8,5.3,17,42.9,30259,276.3,,0.1,,0.1,79,2104
MEX-1993,3.9,5.2,15.7,40.3,31340.5,288.2,48,0.1,24.5,0.1,79,2112
MEX-1994,4.3,5.2,15.6,43.9,32439,277.2,14.7,0.1,,0.1,79,2146
MEX-1995,4.4,5.1,15.9,,32174.9,235.9,14.7,0.1,23.8,0.1,79,2161
MEX-1996,4.1,5.3,15.4,,33495.8,244.1,14.5,0.1,,0.1,79,2192
MEX-1997,4.3,4.8,14.1,13.2,35425.2,242.6,14.2,0.1,,0.1,79,2241
MEX-1998,4.2,4.9,13.2,13.5,36357,239.2,14,0.1,22.4,0.1,79,2168
MEX-1999,4.1,4.9,11.4,13.2,36774.9,249.7,13.2,0.1,,0.1,,2242
MEX-2000,4.4,5.2,12.1,14.6,37594.3,113.5,12.3,0.1,18.7,0.1,87.5,2174
MEX-2001,4.6,5,10.9,15.1,37684.5,126.1,11.2,,,0.1,85.8,2146
MEX-2002,4.4,4.9,70,15.4,38559.8,134.8,11.1,0.1,17.3,0.2,74.2,2196
MEX-2003,4.7,5,70.1,15.6,38877.6,155,11.4,0.1,,0.2,74.2,2143
MEX-2004,4.7,5,68.6,16.6,40216.1,164.7,15.3,0.1,18.2,0.2,74.2,2123
MEX-2005,5,5,71.8,12.7,42079.1,168.9,14.4,0.1,17.5,0.2,74.2,2105
MEX-2006,4.6,5.2,71,13.3,43378.5,176.8,14.3,0.1,16.2,0.2,74.2,2067
MEX-2007,4.5,4.1,70.4,13.6,44231.3,182.8,13.9,0.1,16.3,0.2,86.3,2045
MEX-2008,4.7,4,70.1,13.7,44943.5,181.3,13.7,0.1,15.7,0.3,87.5,2105
MEX-2009,5,4.3,68.7,14.3,45435.4,181,13.7,0.1,16.1,0.4,85.8,1973
MEX-2010,4.9,4,67.9,14.7,46121.6,165.9,13.4,0.1,14.9,0.3,74.2,2150
MEX-2011,5.2,4,66.9,15,47138.9,160.1,13.2,0.1,14,0.3,74.2,2121
MEX-2012,4.9,3.9,66,15.7,48706.7,168.8,13,0.1,13.1,0.3,74.2,2120
MEX-2013,5.2,3.8,65.2,16.2,49227.3,170.9,36.5,0.1,12.5,0.4,74.2,2136
MEX-2014,5.6,4,64.9,16,49415.4,174.9,36.4,0.1,12,0.4,74.2,2134.1
MEX-2015,5.5,4.3,64.3,16.3,50611.3,186.1,38.3,0.1,11.3,0.4,74.2,2139.9
MEX-2016,5.4,4.4,63.4,16.8,51594.8,196.2,37.9,,10.3,0.4,74.2,2145.9
MEX-2017,5.5,4.7,62.3,17.4,51680.3,198.7,38.9,,24.1,0.4,74.2,2148.5
MEX-2018,5.5,4.8,60.9,18,53161.8,206.1,40.5,,7.7,0.4,74.2,2149.4
MEX-2019,5.7,4.9,60.2,18.3,54614.6,207.2,40.5,0.1,,7.5,74.2,2138.9
MEX-2020,6.3,3.9,58.4,19.4,50927.1,209.3,42.3,0.1,7.4,,74.2,2123.5
NLD-1990,10.3,9.9,45.2,19.2,6274.5,144.7,44.1,0.1,37,5.6,,1454
NLD-1991,11.3,10,43.7,19.6,6420.3,145.8,44.8,0.1,38,5.8,94.8,1444
NLD-1992,11,10,42.1,20.9,6613.8,133.6,36.5,0.1,37,5.8,94.8,1451
NLD-1993,10.5,9.7,,,6639.9,132.8,36.4,0.1,36,6.1,94.8,1440
NLD-1994,10.6,9.7,40.2,21.4,6706.5,141.2,38.3,0.1,37,6.2,94.8,1447
NLD-1995,10,9.8,38.8,22,6781.6,152.3,37.9,0.1,36,7,94.8,1481.6
NLD-1996,10.4,9.9,,,6931.8,193.6,38.9,0.1,36,6.9,94.8,1496.5
NLD-1997,10.3,10.1,,,7186,191.3,40.5,0.1,36,6.8,94.8,1482
NLD-1998,9.9,9.9,35.7,24.2,7402,238.3,40.5,0.1,35,7.5,94.8,1478.7
NLD-1999,9.8,10.1,,,7604.6,259.9,42.3,0.1,34,7.5,94.8,1477.2
NLD-2000,9.6,10.1,35.1,23.4,7869.8,284.3,44.1,0.1,32,7.5,,1464.1
NLD-2001,9.3,10,34.9,23.2,8067.9,302.8,44.8,0.1,28.8,7.3,,1454.1
NLD-2002,9.8,9.8,32.2,25,8167.4,340.8,44.8,,27.6,7.8,,1436.4
NLD-2003,9.4,9.7,30.8,27.5,8121.1,339.9,,,26.7,8.1,,1427.8
NLD-2004,9.3,9.6,29.1,29.5,8105.5,377.2,46.5,,25.4,8.2,,1447.9
NLD-2005,9.6,9.6,28.2,30.1,7831.4,388.7,44.9,,25.2,8.2,,1433.6
NLD-2006,9.3,9.6,27.6,30.2,7956.5,213.4,46.5,,25.2,11.4,94.3,1430.4
NLD-2007,8.2,9.6,26.8,30.8,8186.6,222.2,45.5,,23.1,11.4,93.6,1429.2
NLD-2008,8.6,9.7,26.7,32.2,8377.9,259.2,46.9,,23.3,11.6,93.8,1428.6
NLD-2009,9.1,9.4,26.6,32.8,8383.4,254.8,47.2,,22.6,12.6,,1420
NLD-2010,9.4,9.1,27,32.4,8289.7,254.1,48.2,,20.9,12.8,94.8,1419.6
NLD-2011,9.7,9,27.7,32,8291.4,270.3,48.2,0.1,20.8,13.1,94.8,1420.2
NLD-2012,10.3,9.1,26.6,34.4,8345.1,291.8,47.9,0.1,18.4,13.1,94.8,1410.5
NLD-2013,10.8,8.7,24.2,33.9,8285.1,316.4,45.6,0.1,18.5,13.1,94.8,1414.7
NLD-2014,10.6,8.4,24.1,34.4,8235.8,318.2,48.2,0.1,19.1,13.1,94.8,1425.6
NLD-2015,10.7,8.3,23.6,35.3,8318.1,312.6,47.4,0.1,19,13.3,94.8,1425.8
NLD-2016,10.8,8.2,22.9,36,8426.9,326.5,47.6,0.1,18,13.3,94.8,1437.3
NLD-2017,10.8,8.3,21.6,37.2,8604.5,327.4,42.6,0.1,16.8,13.5,94.8,1436.8
NLD-2018,10.2,8.3,21,38.3,8796.9,333.6,,0.1,15.5,16.2,94.8,1436.1
NLD-2019,10,8.2,20.4,40.4,8981.9,332.6,24.8,0.1,15.4,16.1,94.8,1438.5
NLD-2020,10,7.2,19,42.6,8981,316.5,25.3,0.1,14.4,,94.8,1406.9
NOR-1990,16,5,,,1992,84.2,,,35,1.9,,1492.8
NOR-1991,16.5,4.9,20.9,24.8,1973,84.7,27.4,0.1,34,1.9,,1490.2
NOR-1992,14.7,4.7,21,25.3,1970,85.7,28.6,0,35,1.8,,1499.6
NOR-1993,13.9,4.6,,,1970,89.4,30.2,0.1,37,1.7,26,1496.8
NOR-1994,12.6,4.7,19.3,27.4,2003,92.5,30.8,0.1,33,1.7,25,1494.9
NOR-1995,12.9,4.8,18.8,28.6,2047,101,32.2,0.1,33,1.7,25,1478.3
NOR-1996,12,5,19.3,30.2,2104,110.5,32.8,0.1,33,1.9,25,1473.6
NOR-1997,12.6,5.3,19.4,30.8,2166,148.8,32.4,0.1,34,1.8,23,1468.4
NOR-1998,12.7,5.2,18.1,32.2,2219,154,32,0.1,33,2,22,1466.6
NOR-1999,13.5,5.5,17.9,32.8,2233,161.3,34.4,0.1,32,2.3,22.5,1465.5
NOR-2000,12.4,5.7,17.6,32.4,2255,177.2,33.9,,32,2,20.7,1448.1
NOR-2001,12.6,5.5,18.1,32,2265.3,174.7,34.4,0.2,30,2.1,26,1424
NOR-2002,11.2,5.9,17.6,34.4,2275.5,199.6,42,0.2,29,2.4,25,1411.8
NOR-2003,11.3,6,17.8,33.9,2257.6,199.6,30.8,0.2,26,2.6,,1401
NOR-2004,11.9,6.2,,34.4,2266.5,213.1,32.2,0.2,26,2.3,,1423.1
NOR-2005,11.7,6.4,22.8,35.3,2282.6,217.5,32.8,0.2,25,2,,1428.5
NOR-2006,11.7,6.5,21.1,36,2353,226.2,32.4,0.2,24,2,94.4,1426.4
NOR-2007,10.6,6.6,21.1,37.2,2434.2,240.1,32,0.2,22,2,,1438.3
NOR-2008,10.7,6.8,19.3,38.3,2513.7,248.4,46,0.2,21,1.9,93.1,1443
NOR-2009,12.1,6.7,19.3,36.7,2499.5,247.4,,0.2,21,2.3,,1421.8
NOR-2010,11.4,6.6,19.4,37.3,2500.8,248.7,,0.2,19,2,,1429.8
NOR-2011,12.2,6.4,18.1,38.1,2535.5,263.5,,0.2,17,2.2,,1434.7
NOR-2012,10.4,6.2,17.9,38.6,2585.4,270.3,46,0.1,16,2.1,92.1,1431.1
NOR-2013,11,6.2,17.6,39.8,2601.6,279.3,24.1,0.1,15,2.2,,1421.3
NOR-2014,10.8,6.1,18.1,41.8,2626.6,285.2,23.6,0.1,13,2.4,92.1,1424.1
NOR-2015,11.4,6,17.6,42.7,2641,281.8,22.9,0.1,13,2.5,92.1,1426.6
NOR-2016,11.8,6,17.8,43,2638.2,293.1,21.6,0.1,12,2.7,92.1,1430
NZL-1990,14.1,10.3,43.4,,1534.7,66.2,21,,28,0.2,,1809
NZL-1991,13.8,9.9,44.4,24.8,1509.2,69.6,20.4,,26,0.3,,1792
NZL-1992,14.6,9.8,43.6,25.3,1513.9,85.9,19,,27,0.4,,1799
NZL-1993,12.6,9.3,,,1544.8,99.6,,,27,0.4,26,1853
NZL-1994,14.8,9.5,42.7,27.4,1611.3,101.4,20.9,0.1,27,0.4,25,1848
NZL-1995,15.2,9.3,40.9,28.6,1686.2,107.6,21,0,27,0.5,25,1841
NZL-1996,14.7,8.8,,30.2,1740,112.6,,0.1,26,0.5,25,1834
NZL-1997,15.1,8.7,39.6,30.8,1750.1,115.5,19.3,0.1,26,0.5,23,1826
NZL-1998,15.5,8.7,38.6,32.2,1738.5,123,18.8,0.1,25,0.5,22,1829
NZL-1999,13.7,8.9,38,32.8,1765.7,125.6,19.3,0.1,26,0.5,22.5,1845
NZL-2000,12.3,8.9,36.8,32.4,1799.1,129.5,19.4,0.1,25,0.5,20.7,1836
NZL-2001,13.5,8.7,35.5,32,1844.7,149.9,18.1,0.1,25,0.5,26,1825
NZL-2002,12.3,9.1,34.4,34.4,1904.6,149.5,17.9,0.1,25,0.5,25,1826
NZL-2003,13.3,8.9,33.1,33.9,1953.3,146.2,17.6,,23,0.4,,1823
NZL-2004,12.4,9.1,32.9,34.4,2022.8,148.4,18.1,,22,0.5,,1830
NZL-2005,12.7,9.3,31.6,,2082.3,156,17.6,,22.5,0.5,,1815
NZL-2006,12.7,9.3,31.1,,2131.4,169.3,17.8,0.2,20.7,0.5,94.4,1795
NZL-2007,11.9,9.2,28.9,38.3,2167.8,155.5,,0.2,18.1,0.5,96.7,1774
NZL-2008,12.4,9.5,27.9,36.7,2174.7,187.5,22.8,0.2,,0.5,94.2,1761
NZL-2009,12,9.3,27.8,37.3,2144.9,193,21.1,0.2,,0.6,,1740
NZL-2010,12.4,9.6,27,38.1,2153.7,197.8,21.1,0.2,,0.7,92.6,1755
NZL-2011,11.2,9.5,25.9,38.6,2184.8,206.6,19.3,0.2,,0.7,92.6,1746
NZL-2012,12.4,9.2,25.9,39.8,2179.9,217.7,19.3,0.2,16.4,0.7,92.6,1734
NZL-2013,11.8,9.2,28.6,,2223.6,232.6,19.4,0.2,15.8,0.7,95,1756
NZL-2014,11.5,9.1,25.9,35.6,2308.4,245.2,18.1,0.2,15.9,0.7,92.6,1758
NZL-2015,11.8,8.7,25.3,34,2368.6,252.8,17.9,0.2,15.1,0.7,92.6,1753
NZL-2016,12.1,8.9,23.4,36.3,2482.7,273.4,17.6,0.2,14.5,0.7,95,1754
PER-1990,0.7,4.3,,,,,18.1,,,,,
PER-1991,0.4,4.6,38.6,24.8,,,,,27,,,
PER-1992,1.3,3.9,38,25.3,2257.6,,,,26,,26,
PER-1994,1.8,6.1,36.8,,2266.5,,46,0.2,26,2.4,25,1401
PER-1995,2,5.8,35.5,27.4,2282.6,,24.1,0.2,25,2.6,25,1423.1
PER-1996,2,5.4,34.4,28.6,2353,,23.6,0.2,26,2.3,25,1428.5
PER-1997,1.4,6.3,33.1,30.2,2434.2,,22.9,0.2,25,2,23,1426.4
PER-1998,1.5,6.1,32.9,30.8,2513.7,,21.6,0.2,25,2,22,1438.3
PER-1999,1,5.9,31.6,32.2,2499.5,,21,0.2,25,2,22.5,1443
PER-2000,1,5.4,31.1,32.8,2500.8,24.5,20.4,0.2,23,1.9,20.7,1421.8
PER-2001,1,5.6,28.9,32.4,2535.5,24.7,19,0.2,22,2.3,26,1429.8
PER-2002,1,5.3,27.9,32,2585.4,25.5,,0.2,22.5,2,25,1434.7
PER-2003,1,5.1,27.8,34.4,2601.6,24.9,20.9,0.2,20.7,2.2,,1431.1
PER-2004,1,6,,33.9,2626.6,24.5,21,0.2,26,2.1,,1421.3
PER-2005,0.8,6.1,,34.4,2641,22.9,,,25,2.2,,1424.1
PER-2006,0.9,5.9,19.4,,2638.2,25.8,19.3,0.2,26,2.4,,1426.6
PER-2007,1.6,5.8,18.8,32.8,1534.7,26.8,18.8,0.2,25,2.5,93.7,1430
PER-2008,1.5,5.4,17.4,32.4,1509.2,27.1,19.3,0.2,25,2.7,86.8,1809
PER-2009,0.5,5.3,16.1,32,1513.9,25.5,19.4,0.2,25,0.2,86.8,1792
PER-2010,1,5.2,14.9,34.4,1544.8,25.1,18.1,0.2,23,0.3,86.8,1799
PER-2011,1.8,5.2,14.2,33.9,1611.3,25.5,17.9,0.2,22,0.4,86.8,1853
PER-2012,2.3,5.4,13.7,34.4,1686.2,24.8,17.6,0.2,22.5,0.4,86.8,1848
PER-2013,1.2,5.3,12.9,35.3,1740,23,18.1,0.2,20.7,0.4,86.8,1841
PER-2014,1.4,5.5,12,36,1750.1,21.2,17.6,0.2,18.1,0.5,26,1834
PER-2015,0.9,5.7,11.5,37.2,1738.5,20.5,17.8,0.1,27,0.5,25,1826
PER-2016,1.4,5.6,11.1,38.3,1765.7,20.1,,0.1,26,0.5,25,1829
PER-2017,1.3,5.8,10.4,40.4,1799.1,19.8,22.8,0.1,26,0.5,25,1845
PER-2018,1.7,5.7,9.9,42.6,1844.7,20.2,21.1,0.1,25,0.5,23,1836
POL-1990,14.5,8.3,9.5,,1904.6,12.3,21.1,0.1,26,0.5,22,1825
POL-1991,15.5,8.8,9.2,24.8,1953.3,17.4,19.3,0.2,25,0.5,22.5,1826
POL-1992,16.5,8.3,8.7,25.3,2022.8,21.6,19.3,0.2,25,0.5,20.7,1823
POL-1993,16.1,8.4,7.9,,2082.3,35.3,19.4,0.2,25,0.4,26,1830
POL-1994,15.7,8.3,7.6,27.4,2131.4,43.4,18.1,0.2,23,0.5,25,1815
POL-1995,15.5,8.1,9.8,28.6,2167.8,44.4,17.9,0.2,22,0.5,86.8,1795
POL-1996,15.2,8.1,,30.2,2174.7,48.8,17.6,0.2,22.5,0.5,86.8,1774
POL-1999,15.5,8.3,21.5,30.8,2144.9,67.7,18.1,0.2,20.7,0.5,86.8,1761
POL-2000,15.8,8.4,20.1,32.2,2153.7,73.6,,0.1,32,0.5,86.8,1740
POL-2001,15.7,7.8,19.4,32.8,2184.8,74.8,24.5,0.1,31,0.6,86.8,1755
POL-2002,15.8,8.1,18.8,32.4,2179.9,86.7,25.8,0.1,31,0.7,86.8,1746
POL-2003,15.4,9.1,17.4,14.2,13616.2,91.2,27,0.1,30.5,0.7,,1860.5
POL-2004,15.9,9.2,16.1,15.7,13793.2,101.4,27.7,0.1,29.5,0.2,,1860.9
POL-2005,15.8,9.1,14.9,16.9,14115.5,98.2,19.6,0.1,28,0.2,,1856
POL-2006,15.1,9.9,14.2,17.9,14593.4,103.5,21.2,,28,0.2,89.7,1857.3
POL-2007,13.7,10.3,13.7,18.7,15240.4,115.4,22.5,,26,0.2,89.3,1854.7
POL-2008,14.7,10.8,12.9,19.6,15799.4,125.5,23.3,,26,0.2,88.9,1847.5
POL-2009,16.7,10.2,12,21.2,15868,134.1,24.5,0.2,25,0.3,93.7,1833.6
POL-2010,16.3,10,11.5,22.5,15472.8,144.4,25.8,0.2,24,0.3,86.8,1829
POL-2011,15.6,10.3,11.1,23.3,15562,155.6,27,0.2,23,0.3,86.8,1824.3
POL-2012,16.2,10.2,10.4,24.5,15590.6,168.3,27.7,0.2,19,0.4,86.8,1819.7
POL-2013,15.8,10.8,9.9,25.8,15568,173.8,28.7,0.2,,0.4,86.8,1816.4
POL-2014,15.1,10.5,9.5,27,15861.5,175.4,53.3,0.2,22.7,0.4,86.8,1822.3
POL-2015,13.7,10.5,9.2,27.7,16083.2,194.2,,0.2,,0.5,86.8,1829.2
POL-2016,11.9,10.5,8.7,28.7,16196.1,211.2,24.5,0.2,35.5,0.5,86.8,1831.4
POL-2017,11.3,10.6,7.9,29.9,16422.2,222.1,25.8,0.2,34,0.5,93.5,1811.6
POL-2018,11.3,10.7,7.6,30.9,16484.1,210.3,27,0.2,32,20.6,93.5,1787.3
POL-2019,11.6,11,7.4,32,16460.5,220,27.7,0.2,31,21.3,93.5,1782.6
PRT-1990,9.7,14.4,9.9,23.3,4658,86.1,,,31,0.8,,1805.8
PRT-1991,10.5,14,9.5,24.5,4568,106.2,27.7,,30.5,0.9,,1739.5
PRT-1992,9.6,13.6,9.2,25.8,4498.1,123.7,28.7,,35.5,0.9,88.9,1682.3
PRT-1993,8.5,13.4,8.7,27,4418.2,117.5,29.9,0.2,34,1.1,93.7,1684.2
PRT-1994,8.2,13.3,7.9,27.7,4408.9,122.4,30.9,0.2,32,1.2,86.8,1691.5
PRT-1995,8.6,12.8,7.6,28.7,4381.6,143.4,32,0.2,31,1.1,86.8,1749.4
PRT-1996,7,12.1,,29.9,4409.1,142.8,23.3,0.2,31,1.1,86.8,1750.3
PRT-1997,6.5,11.8,,,4491,148.5,24.5,0.2,30.5,1.1,86.8,1745.7
PRT-1998,5.7,11.7,82.1,8.3,4847.9,147.4,25.8,0.2,29.5,1.4,86.8,1759.9
PRT-1999,5.5,13.2,81.2,8.7,4924.8,159.4,27,0.2,28,1.4,86.8,1761.6
