LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Pov_Val,Smoking_Val,Soc_Spend_Val,Soc_Sup_Val,Work_Hour_Val
PRT-2000,5.2,12.8,80.6,8.8,5040,176.5,27.7,0.2,28,1.6,86.8,1770.4
PRT-2001,7.4,12.6,79.8,9.2,5127.8,180.6,28.7,0.2,26,1.7,93.5,1755.1
PRT-2002,11.7,12.5,79.3,9.4,5143,181.6,29.9,0.2,26,1.8,93.5,1748.7
PRT-2003,11.1,12.2,77.2,11,5092.5,198.7,,0.2,25,1.8,,1742.2
PRT-2007,9.3,11.5,72.5,13.7,5091.3,299.2,8.3,0.2,24,1.9,,1754.7
PRT-2008,9.4,11.5,71.8,14.3,5116,319.3,8.7,0.2,23,2,87.1,1742.6
PRT-2009,9.2,11.5,70.1,14.7,4968.4,316.1,8.8,0.1,27,1.9,86,1743
PRT-2010,9.7,11.3,68.1,15.4,4897.9,299.8,9.2,0.2,26,1.9,79.7,1745.6
PRT-2011,8.9,10.9,65,17.3,4738.2,303.3,9.4,0.2,26,2,79.7,1724.4
PRT-2012,9.3,9.8,62.4,18.5,4545.5,326.1,11,0.2,25,2,79.7,1708.2
PRT-2013,9.1,9.5,60,19.3,4427.9,328,13.7,0.2,26,2,79.7,1717.6
PRT-2014,10.6,10.2,56.7,21.7,4498.3,337,14.3,0.2,25,2,79.7,1724.6
PRT-2015,9.7,10.3,54.9,22.9,4547.4,350.2,14.7,0.2,25,2.3,79.7,1731.7
PRT-2016,8.4,10.4,53.1,23.9,4604.4,373.7,15.4,0.2,25,2.3,79.7,1737.5
PRT-2017,9.1,10.4,52,24,4755.4,389.7,17.3,0.1,23,2.5,79.7,1727.1
PRT-2018,8.5,10.4,50.2,25,4866.1,419.2,18.5,0.1,22,22.5,79.7,1737.7
ROU-1990,10.3,12.5,81.2,,,144.4,19.3,0.3,22.5,,,
ROU-1991,10.8,12.2,80.6,24.5,,155.6,21.7,0.2,20.7,,,
ROU-1992,13.2,11.5,79.8,25.8,2257.6,168.3,22.9,0.3,34,0.4,,
ROU-1993,13.7,11.5,79.3,27,2266.5,173.8,23.9,0.2,32,0.4,,
ROU-1994,14.1,11.5,77.2,27.7,2282.6,175.4,24,0.3,31,0.4,,
ROU-1995,13.5,11.3,72.5,28.7,2353,194.2,,0.2,31,0.5,,1822.6
ROU-1996,13.7,10.9,71.8,29.9,2434.2,211.2,,0.3,30.5,0.5,,1861.5
ROU-1997,13.8,9.8,70.1,30.9,2513.7,222.1,13.7,0.3,29.5,0.5,,1860.5
ROU-1998,13.5,9.5,68.1,32,2499.5,210.3,14.3,0.3,28,20.6,,1859.1
ROU-1999,13.1,10.2,65,23.3,2500.8,220,14.7,0.3,28,21.3,,1850
ROU-2000,13.5,10.2,62.4,24.5,2535.5,86.1,15.4,0.3,26,0.8,,1853
ROU-2001,12.8,9.8,60,25.8,2585.4,106.2,17.3,0.2,26,0.9,,1852.5
ROU-2002,14.6,9.6,56.7,27,2601.6,123.7,18.5,,27,0.9,,1867.2
ROU-2003,13.7,8.8,54.9,27.7,2626.6,117.5,19.3,,26,1.1,,1837.1
ROU-2004,12.9,9.8,53.1,28.7,2641,53,21.7,,26,1.2,,1886.6
ROU-2005,12.4,10,52,29.9,2638.2,41.4,22.9,,25,1.1,79.7,1877
ROU-2006,12.8,10.3,12.1,,1534.7,46.4,23.9,0.3,26,1.1,79.7,1836.1
ROU-2007,11.5,11.6,10.9,8.3,1509.2,47.5,24,0.2,25,1.1,79.7,1839.9
ROU-2008,11.6,13.1,70,8.7,1513.9,58.1,25,0.3,25,1.4,79.7,1835.2
ROU-2009,12.1,11.8,70.1,8.8,1544.8,67,,0.2,25,1.4,79.7,1815.5
ROU-2010,12.8,10,68.6,9.2,1611.3,72.3,24.5,0.3,23,1.6,79.7,1840.7
ROU-2011,11.8,9.6,71.8,9.4,1686.2,77.4,25.8,0.2,22,1.7,79.7,1849.3
ROU-2012,12.2,9.7,71,11,1740,76.5,27,0.3,22.5,1.8,79.7,1811.5
ROU-2013,11.7,9.7,70.4,13.7,1750.1,78.5,27.7,0.3,20.7,1.8,,1806.5
ROU-2014,10.8,9.5,70.1,14.3,1738.5,80.7,28.7,0.3,32,1.9,,1792.5
ROU-2015,10.9,9.5,68.7,14.7,1765.7,87.3,29.9,0.3,31,2,,1785.7
ROU-2016,9.6,9.6,67.9,15.4,1799.1,98,30.9,0.3,31,1.9,,1809
ROU-2017,9.4,10.1,66.9,17.3,1844.7,108.1,32,0.2,30.5,1.9,,1785.8
ROU-2018,9.5,11,66,35.3,1904.6,119.2,23.3,0.2,29.5,2,,1787
ROU-2019,8.6,11,65.2,36,1953.3,127.1,24.5,0.2,28,2,,1803.1
RUS-1990,29.6,16.5,64.9,37.2,2022.8,,25.8,,28,2,,
RUS-1991,29.3,16.1,64.3,38.3,2082.3,28.8,27,0.1,26,2,79.7,
RUS-1992,33.8,18.5,63.4,40.4,2131.4,31.4,27.7,0.2,26,12,79.7,1933
RUS-1993,41.2,21.7,62.3,42.6,2167.8,35.8,28.7,0.2,25,11.8,79.7,1939
RUS-1994,45.3,23.6,60.9,,2174.7,40,29.9,0.2,24,11.7,79.7,1895
RUS-1995,44.2,21,60.2,24.8,2144.9,90.2,,0.2,23,11.6,79.7,1891
RUS-1996,41.7,19.2,58.4,25.3,2153.7,106.9,8.3,0.2,19,12.6,79.7,1894
RUS-1997,39.5,17.5,45.2,,2184.8,147.3,8.7,0.2,,12,79.7,1951
RUS-1998,37,16.9,43.7,27.4,2179.9,169.4,8.8,0.2,33.9,7.9,79.7,1946
RUS-1999,40.7,17.5,42.1,28.6,62944.8,198.4,9.2,0.1,,8.2,85.3,1964
RUS-2000,40.2,18.8,10.9,30.2,65070.3,204.6,9.4,0.1,34.9,8.5,85.1,1982
RUS-2001,40.2,19.4,70,30.8,65123,194.4,11,0.3,35.1,8.5,87.9,1980
RUS-2002,38.7,19.8,70.1,32.2,66658.8,139.5,13.7,0.2,27,8.5,86.1,1982
RUS-2003,36.2,19.8,68.6,32.8,66432.3,140.5,14.3,0.3,26,8.6,86.1,1993
RUS-2004,34.3,19.3,71.8,32.4,67274.8,139.2,14.7,0.2,26,8.9,86.1,1993
RUS-2005,31.8,20.2,71,32,68168.9,53,15.4,0.3,25,9,86.1,1989
RUS-2006,29.7,21.4,70.4,34.4,68855,41.4,17.3,0.2,26,8.9,85.8,1998
RUS-2007,28.4,22.3,70.1,33.9,70570.5,46.4,35.3,0.3,25,9.1,85.3,1999
RUS-2008,26.5,18.4,68.7,34.4,70965.1,47.5,36,0.3,25,9.2,85.1,1997
RUS-2009,25.7,16.1,67.9,35.3,69302.7,58.1,37.2,0.3,25,9.4,87.9,1974
RUS-2010,22.8,15.8,7.2,36,69933.7,67,38.3,0.3,23,9.8,86.1,1976
RUS-2011,21.3,15.4,7.2,37.2,70856.6,72.3,40.4,0.3,22,10,86.1,1979
RUS-2012,20.3,14.8,7,38.3,71545.4,77.4,42.6,0.2,22.5,10.1,86.1,1982
RUS-2013,19.6,14.1,6.7,36.7,71391.5,76.5,28.6,,20.7,10.1,86.1,1980
RUS-2014,18.3,14,6.6,37.3,71539.1,78.5,30.2,,,10.3,86.1,1985
RUS-2015,17.1,13.3,6.3,38.1,72323.6,80.7,30.8,,26,10.6,86.1,1978
RUS-2019,11.7,10.8,71.8,38.6,71933.1,87.3,32.2,,25,10.5,86.1,1965
SVK-1992,17.2,12.7,71,39.8,,,32.8,0.3,26,10.5,,
SVK-1993,15.8,12.1,70.4,41.8,,,32.4,0.2,25,11.2,85.3,
SVK-1994,14.7,10.6,70.1,42.7,2110.2,,32,0.3,25,11.3,85.1,
SVK-1995,15.5,10.3,68.7,43,2146.8,,34.4,0.2,25,11.6,87.9,1853
SVK-1996,13.9,10.7,67.9,,2224.9,,33.9,0.3,23,,86.1,1820
SVK-1997,13.2,10.8,7.2,10.5,2205.9,20.9,34.4,0.2,22,0.7,86.1,1830
SVK-1998,13.4,10,7.2,10.3,2198.5,21.6,35.3,0.3,22.5,0.9,86.1,1822
SVK-1999,14,10,7,10.1,2131.9,27,36,0.3,20.7,1,86.1,1816
SVK-2000,14.6,11,16.2,10.4,2101.6,28.8,37.2,0.3,32,0.8,85.1,1816
SVK-2001,13.9,10.8,14.9,10.9,2121.1,31.4,38.3,0.3,31,0.8,87.9,1801
SVK-2002,14.3,10.8,14.1,11,2123.3,35.8,36.7,0.3,31,0.9,86.1,1754
SVK-2003,14.6,9.9,13.3,11.8,2161.7,40,37.3,0.2,30.5,1.2,86.1,1698
SVK-2004,12.8,10.1,13,12.8,2167.8,90.2,38.1,0.1,29.5,1.3,86.1,1742
SVK-2005,12.9,11,12.1,14,2215.3,106.9,38.6,0.1,28,1.1,86.1,1769
SVK-2008,11,11.2,10.1,14.8,2433.8,147.3,39.8,0.1,28,1.3,86.1,1793
SVK-2009,11.1,10.7,9.1,15.8,2366.3,169.4,41.8,0.1,26,1.3,86.1,1780
SVK-2010,11.6,10.1,9,17.3,2317.5,198.4,42.7,0.1,26,1.3,86.1,1805
SVK-2012,10.4,10.1,8.3,19,2329,204.6,43,0.1,,1.2,85.8,1789
SVK-2013,11.2,9.9,8.2,19.9,2329.3,194.4,,0.1,,1.1,93.7,1772
SVK-2014,10,10.1,9.2,20.4,2363,139.5,10.5,0.1,22.9,1,85.8,1760
SVK-2016,6.9,9.9,8.3,22,2492.1,140.5,10.3,0.1,,1,93.7,1740
SVK-2017,6.7,9.7,8.7,23.1,2530.7,139.2,10.1,0.1,,1,85.8,1713.8
SVK-2018,7.4,10.1,8.4,24.6,2566.7,140.1,10.4,0.1,,17.2,85.8,1703.9
SVK-2019,6.6,10.3,8.8,25.8,2583.7,149.7,10.9,0.1,21,17.7,85.8,1692
SVN-1990,31,13.8,16.2,14.8,,,11,,,,,
SVN-1991,35.5,13.2,14.9,15.8,2433.8,28.8,11.8,0.3,20.3,,,
SVN-1992,32.1,13.6,14.1,17.3,2366.3,31.4,12.8,0.2,19.9,,,
SVN-1993,33.1,14.3,13.3,19,2317.5,35.8,14,0.1,19.2,,86.6,
SVN-1994,33,13.4,13,19.9,2329,40,14.8,0.1,19.1,,86.6,
SVN-1995,29.9,13.4,12.1,20.4,2329.3,90.2,15.8,0.1,18.7,5.7,86.6,1755
SVN-1996,32.2,12,10.1,22,2363,106.9,17.3,0.1,18.4,0,86.6,1727
SVN-1997,30.8,11.2,9.1,23.1,893.2,147.3,19,0.1,17.5,0,93.4,1715
SVN-1998,31.7,8.3,9,,904.7,169.4,19.9,0.1,17,0,86.6,1728
SVN-1999,30.7,10.6,8.3,,882.7,198.4,20.4,0.1,16.9,0,93.4,1730
SVN-2000,30.4,11.2,25.2,15.7,900.7,204.6,22,0.1,16.7,0,86.6,1710.1
SVN-2001,29.6,13,,,916.3,194.4,23.1,0.1,15.4,0,93.4,1695.9
SVN-2002,27,11.6,23,15.3,909.5,139.5,24.6,,16.5,0,93.4,1720.5
SVN-2003,28,11.2,21.9,17.7,897.2,140.5,25.8,,16.1,1.2,,1723.8
SVN-2004,24.8,13.5,20.3,19,943.5,139.2,14.8,0.1,15.1,1.2,93.4,1736.5
SVN-2005,24.4,10.3,19.7,20.2,949.2,177.5,15.8,0.1,14.8,1.1,86.6,1696.6
SVN-2006,25.6,12.2,18.4,21.4,961.2,187.6,17.3,0.1,14.2,1.2,93.4,1667.4
SVN-2007,20.7,11,18.2,22.2,985.2,206.3,55.1,0.1,13.7,1.1,86.6,1654.9
SVN-2008,19.2,11,18,22.6,996.1,212,,0.1,26,1.1,,1673.5
SVN-2009,20.8,10.5,16.7,23.3,980.5,213.1,28.6,0.1,25,1.2,90.8,1679
SVN-2010,19.2,10.3,16.7,23.7,966.1,215.1,30.2,0.1,26,1.2,86.6,1680.3
SVN-2011,20.1,10.6,15.5,25.1,936.1,220.2,30.8,0.1,25,1.2,86.6,1663.4
SVN-2012,20.1,11,15,26.4,923.7,237.4,32.2,0.1,25,1.4,86.6,1644.3
SVN-2013,20.3,9.5,14.5,27.9,905.9,248.5,32.8,0.1,25,1.4,86.6,1662.2
SVN-2014,17.5,10.9,14.3,28.6,916.7,251.1,32.4,0.1,23,1.4,93.4,1681.8
SVN-2015,18.9,11.5,13.2,30.2,917.5,252.6,32,0.1,22,1.3,86.6,1687.3
SVN-2016,16.8,10.5,12.7,30.7,915,258.8,34.4,0.1,22.5,1.3,93.4,1652.4
SVN-2017,18.1,10.1,12.3,34.3,959.1,272.5,33.9,0.1,20.7,1.3,86.6,1621.9
SVN-2018,15.7,10,11.9,32.5,980.6,285.7,34.4,0.1,32,21,93.4,1599.1
SVN-2019,17.2,11.1,11.2,33.3,982.5,302.1,35.3,0.1,31,21.1,93.4,1601.8
SVN-2020,15.7,9.8,9.8,35.9,978.1,320.5,36,,31,,93.4,1533.8
SWE-1990,17.4,6.4,,,4485,108.8,37.2,,30.5,1.1,,1420.7
SWE-1991,17.5,6.3,30.9,25.2,4396,117.3,38.3,0.2,29.5,1.6,85.8,1408
SWE-1992,15.9,6.3,29.7,25.8,4209,70.2,36.7,0.1,28,1.4,93.7,1424.3
SWE-1993,16,6.2,,,3964,68.7,37.3,0.1,28,2.9,85.8,1440.6
SWE-1994,15.2,6.3,26.8,27,3928,69.5,38.1,0.1,26,2.6,93.7,1474.9
SWE-1995,15.5,6.2,25.3,28.3,3986,75.8,38.6,0.1,26,2.4,85.8,1481.6
SWE-1996,14.3,6,,,3963,76.7,39.8,0.1,22.3,2.4,85.8,1492.9
SWE-1997,13.7,5.9,24.7,27.5,3922,85.2,41.8,0.1,19.2,2.5,,1497.3
SWE-1998,14,5.8,23.9,28,3979,90.9,42.7,0.1,19.1,2.5,,1496.3
SWE-1999,13.9,6.1,23.4,28.7,4068,97.4,43,0.1,19.3,2.5,,1504.9
SWE-2000,12.7,6.2,22.4,30.1,4159,111,,0.1,18.9,2.4,93.4,1485.6
SWE-2001,13.4,6.5,19.4,31.6,4318.1,149.2,10.5,,18.9,2.6,86.6,1464.5
SWE-2002,13.2,6.9,18.4,32.6,4323.9,159.5,10.3,,17.5,2.7,93.4,1443.7
SWE-2003,12.3,6.9,17.8,33.4,4314.4,156.6,10.1,0.1,17.2,2.7,86.6,1431.3
SWE-2004,12.8,6.5,17.1,34.5,4290,166.2,10.4,0.1,15.9,2.6,,1452.6
SWE-2005,13.4,6.5,16.4,29.6,4336.4,172.3,10.9,0.1,15.7,2.7,,1451.5
SWE-2006,13,6.8,15.9,30.5,4429.5,183.4,11,0.1,15.2,2.7,94.7,1450.1
SWE-2007,12.2,7,15.4,31.3,4540.7,194.3,11.8,0.1,13.8,2.7,90.9,1461.7
SWE-2008,12.5,7,15,32,4593,205.5,12.8,0.1,14.6,3,91.4,1471.3
SWE-2009,13.2,7.3,14.3,33.1,4499.3,207.5,14,0.1,14,3.3,88.5,1457.9
SWE-2010,12,7.4,13.7,33.9,4523.7,206.6,14.8,0.1,13.6,3.2,93.5,1483
SWE-2011,11.6,7.3,13,35.2,4625.9,236.4,15.8,0.1,13.1,3.5,93.5,1483.9
SWE-2012,11.9,7.2,12.5,35.7,4657.1,252,17.3,0.1,12.8,3.7,93.5,1471.4
SWE-2013,12.6,7.3,11.8,37,4704.5,258,19,0.1,10.7,3.8,93.5,1462.9
SWE-2014,11.7,7.2,18.4,38.7,4772.1,264.9,19.9,0.1,11.9,3.8,93.5,1464.4
SWE-2015,12,7.1,18,39.8,4836.9,273.5,20.4,0.1,11.2,3.8,93.5,1465.9
SWE-2016,11.3,7.2,17.3,41.1,4909.9,274.8,22,0.1,10.9,3.8,93.5,1478.1
SWE-2017,11.7,7,17,41.9,5021.7,271.7,23.1,0.1,10.4,3.8,93.5,1466.7
SWE-2018,12.4,7.2,16.7,43.2,5097.3,280.5,24.6,0.1,10.1,25.8,93.5,1466.2
TUR-2009,2.1,1.5,68.9,12.7,21270.4,59.8,25.8,,,13,75.3,1881
TUR-2010,2.4,1.5,68.8,13.1,22592.3,69.6,14.8,,25.4,12.3,74.2,1877
TUR-2011,1.8,1.5,67.9,14,24098.6,69.1,15.8,0.3,,11.9,74.2,1864
TUR-2012,2.2,1.6,66.1,15.3,24819.1,69.4,17.3,0.3,23.8,12,74.2,1855
TUR-2013,2.7,1.4,65.2,15.9,25518.8,75.9,,0.3,,11.8,74.2,1832
TUR-2014,2.3,1.5,64.4,16.7,25929.4,82.9,53.6,0.3,27.3,11.7,74.2,1829.5
TUR-2015,2.2,1.4,63,18,26616.8,83.4,,0.3,,11.6,74.2,1810.7
TUR-2016,2.6,1.3,61.5,19.4,27214.7,88.6,53.9,,26.5,12.6,74.2,1789.4
TUR-2019,4.4,1.3,58.3,22,28078.9,99.4,56.1,0.2,28,12,74.2,1732.1
USA-1990,13.3,9.3,16.8,23.6,118793.3,555.3,22,,25.5,7.9,,1832.5
USA-1991,13.1,8.7,16.3,23.7,117718.3,583.1,23.6,0.2,22.1,8.2,,1823.5
USA-1992,12.8,8.7,16,30.2,118492,607,23.7,0.1,22.3,8.5,93.5,1822
USA-1993,12.9,8.4,15.1,31.3,120259.3,629.8,30.2,0.1,20.4,8.5,93.5,1828
USA-1994,12.7,8.3,14.9,32.2,123065.2,639.1,31.3,0.1,21,8.5,93.5,1839.5
USA-1995,12.6,8.1,14.2,33.3,124899.7,661.2,,0.1,20,8.6,93.5,1839.4
USA-1996,12.3,8.2,14.3,33.9,126707.5,783.7,,0.1,,8.9,93.5,1840.4
USA-1997,12.1,8.1,14.1,34.1,129557.9,718.7,55.2,0.1,20.3,9,93.5,1843
USA-1998,11.9,8.1,13.5,34.9,131463.5,765.5,56.3,0.1,19.9,8.9,93.5,1842.3
USA-1999,11.3,8.2,13.1,35.8,133487.9,808.5,57.5,0.1,19.2,9.1,93.5,1838.8
USA-2000,11,8.3,12.6,36.5,136890.8,861.8,64.5,0.1,19.1,9.2,93.5,1832.2
USA-2001,11.3,8.3,12.6,37.5,136933.3,911.4,59.1,,18.7,9.4,75.3,1810.8
USA-2002,11.5,8.3,12.7,38.1,136485.2,991.7,65.6,,18.4,9.8,74.2,1805.9
USA-2003,11.3,8.4,12.5,38.4,137735.7,1071.1,59.9,0.1,17.5,10,74.2,1796.4
USA-2004,11.5,8.5,12.1,39.1,139251.9,1124.9,66.2,0.1,17,10.1,74.2,1798.1
USA-2005,11.4,8.5,12.2,39.1,141729.8,1189.5,60.9,0.1,16.9,10.1,,1794.3
USA-2006,11.5,8.6,12.2,39.5,144427,1243.4,67.3,0.1,16.7,10.3,95.5,1796.3
USA-2007,11.9,8.7,12.1,40.3,146046.7,1306.6,62.1,0.1,15.4,10.6,,1795.5
USA-2008,12.2,8.7,11.3,41.1,145362.5,1316.5,67.9,0.1,16.5,10.5,94.7,1786.2
USA-2009,12.4,8.7,11.4,41.2,139877.5,1336.1,63.7,0.1,16.1,10.5,90.8,1760.9
USA-2010,12.8,8.6,11,41.7,139063.9,1367,68.8,0.1,15.1,11.2,95.4,1771.6
USA-2011,13,8.7,10.7,42.4,139869.3,1398.6,63.3,0.1,14.8,11.3,95.4,1778.3
USA-2012,13.2,8.9,10.7,43.1,142469.1,1446.3,68.6,0.1,14.2,11.6,95.4,1782
USA-2013,13.4,8.8,10.4,43.9,143929.3,1454.8,63.3,0.1,13.7,,95.4,1780.4
USA-2014,13.8,8.8,10.4,44.2,146305.3,525,70.1,0.1,12.9,11.9,95.4,1782
USA-2015,14,8.8,10.5,44.6,148833.4,539.7,64,0.1,11.4,12.1,95.4,1783
USA-2016,14.2,8.9,9.9,45.7,151435.8,562.5,71,0.1,11.8,12.2,95.4,1778.4
USA-2017,14.8,8.9,9.4,46.4,153337.4,581.5,65.7,0.1,10.5,12.5,95.4,1777.6
USA-2018,15,8.9,9.2,47.4,155761,602.3,66.2,0.2,10.3,12.6,95.4,1781.6
USA-2019,14.7,9,9.2,48.3,157538.1,627.9,73.1,0.2,10.9,18.7,95.4,1777.2
USA-2020,14.1,9.3,8.3,50.1,147794.8,608.3,67.5,0.2,9.4,,95.4,1767.1
ZAF-1996,0.6,9.1,12.2,38.1,120259.3,35.2,,0.2,,,,
ZAF-1997,0.4,9.2,12.2,38.4,123065.2,32.6,56.3,0.1,26,10.1,90.8,
ZAF-1998,0.7,8.8,12.1,39.1,124899.7,32.7,57.5,0.1,25,10.1,95.4,1732.1
ZAF-1999,0.9,8.5,11.3,39.1,126707.5,32.3,64.5,0.1,26,10.3,95.4,1832.5
ZAF-2000,0.7,7.7,11.4,39.5,129557.9,31.6,59.1,0.1,25,10.6,95.4,1823.5
ZAF-2001,0.9,7.6,11,40.3,131463.5,31.1,65.6,0.1,25,11.7,95.4,1822
ZAF-2002,0.6,7.5,10.7,41.1,133487.9,31.3,59.9,0.1,25,10.5,95.4,1828
ZAF-2003,0.7,7.3,10.7,41.2,136890.8,30.3,66.2,0.1,23,11.2,95.4,1839.5
ZAF-2004,1.1,7.2,,41.7,136933.3,29.4,60.9,0.1,22,11.3,95.4,1839.4
ZAF-2005,1.2,7.2,58.5,42.4,136485.2,32.3,67.3,0.1,22.5,11.6,95.4,1840.4
ZAF-2006,1.3,7.3,60.6,43.1,137735.7,31.6,62.1,,20.7,11.7,95.4,1843
ZAF-2007,1,7.5,59.5,43.9,139251.9,31.1,67.9,,32,11.9,78.8,1842.3
ZAF-2008,1.1,7.5,59.4,,141729.8,31.3,63.7,0.1,31,12.1,80.4,1838.8
ZAF-2009,0.8,7.3,,,144427,30.3,68.8,0.1,31,12.2,87.7,1832.2
ZAF-2010,1,7.1,57.3,6.9,146046.7,29.4,63.3,0.1,30.5,12.5,82.4,1810.8
ZAF-2011,0.8,7.2,56.1,7.1,145362.5,29.1,68.6,0.1,29.5,11.6,82.4,1780.4
ZAF-2012,1.1,7.2,58.5,9.6,139877.5,29.3,63.3,0.1,28,,82.4,1782
ZAF-2013,1.3,7.2,60.6,12.6,139063.9,29.6,70.1,0.1,28,11.9,82.4,1783
ZAF-2014,1.2,7.2,59.5,12.8,139869.3,29.2,64,0.1,26,12.1,82.4,1778.4
ZAF-2015,1,7.2,59.4,13,142469.1,29,71,0.1,26,12.2,82.4,1777.6
ZAF-2016,0.8,7.3,58.2,13.8,143929.3,29.1,65.7,0.1,,12.5,82.4,1781.6
ZAF-2017,0.7,7.3,55.9,15.5,146305.3,28.9,66.2,0.1,,12.6,82.4,1777.2
ZAF-2018,0.6,7.2,55.3,15.4,148833.4,28.8,73.1,0.1,20.3,18.7,82.4,