LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY
LVA-2006,LVA,2006,15.870779,20.919746,63.209473
LVA-2007,LVA,2007,15.36415,22.18199,62.453861
LVA-2008,LVA,2008,14.141485,24.822483,61.03603
LVA-2009,LVA,2009,13.22369,25.846195,60.930115
LVA-2010,LVA,2010,11.396096,26.946114,61.657791
LVA-2011,LVA,2011,12.062219,27.69327,60.244511
LVA-2012,LVA,2012,10.897214,29.227177,59.87561
LVA-2013,LVA,2013,10.645624,31.011995,58.342381
LVA-2014,LVA,2014,13.338798,30.230137,56.431065
LVA-2015,LVA,2015,12.217953,31.591949,56.190098
LVA-2016,LVA,2016,11.318077,33.361481,55.320442
LVA-2017,LVA,2017,12.391879,33.882294,53.725826
LVA-2018,LVA,2018,12.368318,33.939289,53.692394
LVA-2019,LVA,2019,11.564806,35.707733,52.727459
LVA-2020,LVA,2020,10.527256,37.833885,51.638859
MEX-1997,MEX,1997,72.207962,13.244137,14.5479
MEX-1998,MEX,1998,72.002563,13.459542,14.537898
MEX-1999,MEX,1999,72.845215,13.164485,13.990302
MEX-2000,MEX,2000,70.91008,14.635047,14.454871
MEX-2001,MEX,2001,70.337532,15.109115,14.553352
MEX-2002,MEX,2002,70.016335,15.364734,14.618934
MEX-2003,MEX,2003,70.124634,15.5543,14.321067
MEX-2004,MEX,2004,68.566475,16.568291,14.865237
MEX-2005,MEX,2005,71.844093,12.723972,15.431935
MEX-2006,MEX,2006,70.973122,13.26213,15.764752
MEX-2007,MEX,2007,70.421989,13.55181,16.026201
MEX-2008,MEX,2008,70.091904,13.672557,16.235542
MEX-2009,MEX,2009,68.709137,14.308427,16.982433
MEX-2010,MEX,2010,67.913872,14.654601,17.431528
MEX-2011,MEX,2011,66.860298,15.012249,18.127449
MEX-2012,MEX,2012,66.014343,15.709545,18.276108
MEX-2013,MEX,2013,65.209229,16.20183,18.58894
MEX-2014,MEX,2014,64.907104,15.996383,19.09651
MEX-2015,MEX,2015,64.336807,16.278801,19.38439
MEX-2016,MEX,2016,63.365211,16.818605,19.816181
MEX-2017,MEX,2017,62.338387,17.418995,20.242617
MEX-2018,MEX,2018,60.853703,17.979799,21.166498
MEX-2019,MEX,2019,60.211422,18.259947,21.528631
MEX-2020,MEX,2020,58.403774,19.432951,22.163275
NLD-1990,NLD,1990,45.222771,19.184652,35.592579
NLD-1991,NLD,1991,43.743805,19.586224,36.669971
NLD-1992,NLD,1992,42.071236,20.858746,37.070019
NLD-1994,NLD,1994,40.196198,21.390118,38.413685
NLD-1995,NLD,1995,38.790455,21.970234,39.239311
NLD-1998,NLD,1998,35.686409,24.219467,40.094124
NLD-2000,NLD,2000,35.143627,23.375116,41.481255
NLD-2001,NLD,2001,34.89233,23.205473,41.902199
NLD-2002,NLD,2002,32.165543,25.02088,42.813576
NLD-2003,NLD,2003,30.776005,27.545015,41.678982
NLD-2004,NLD,2004,29.093763,29.537558,41.368679
NLD-2005,NLD,2005,28.181055,30.11544,41.703503
NLD-2006,NLD,2006,27.63452,30.189871,42.17561
NLD-2007,NLD,2007,26.816864,30.803967,42.379169
NLD-2008,NLD,2008,26.708052,32.167362,41.124588
NLD-2009,NLD,2009,26.604006,32.785397,40.6106
NLD-2010,NLD,2010,27.026423,32.389164,40.584415
NLD-2011,NLD,2011,27.715986,32.041344,40.242668
NLD-2012,NLD,2012,26.576496,34.398335,39.025169
NLD-2013,NLD,2013,24.204819,33.869305,41.925877
NLD-2014,NLD,2014,24.098568,34.419815,41.481617
NLD-2015,NLD,2015,23.600424,35.330765,41.06881
NLD-2016,NLD,2016,22.9333,35.999168,41.067532
NLD-2017,NLD,2017,21.618059,37.16811,41.213829
NLD-2018,NLD,2018,20.976793,38.343895,40.67931
NLD-2019,NLD,2019,20.440771,40.385136,39.174091
NLD-2020,NLD,2020,18.97662,42.644951,38.378426
NOR-1991,NOR,1991,20.871677,24.811007,54.317318
NOR-1992,NOR,1992,20.986521,25.280275,53.733204
NOR-1994,NOR,1994,19.315317,27.359604,53.325081
NOR-1995,NOR,1995,18.810703,28.633411,52.555885
NOR-2005,NOR,2005,22.786383,32.692787,44.520832
NOR-2006,NOR,2006,21.103868,32.926327,45.969803
NOR-2007,NOR,2007,21.07445,34.198307,44.727242
NOR-2008,NOR,2008,19.278467,36.004189,44.717346
NOR-2009,NOR,2009,19.276142,36.698498,44.02536
NOR-2010,NOR,2010,19.372442,37.284328,43.343231
NOR-2011,NOR,2011,18.103582,38.053513,43.842903
NOR-2012,NOR,2012,17.945995,38.561893,43.492111
NOR-2013,NOR,2013,17.591412,39.770252,42.638336
NOR-2014,NOR,2014,18.052679,41.757915,40.189404
NOR-2015,NOR,2015,17.628136,42.706734,39.665131
NOR-2016,NOR,2016,17.761009,43.016758,39.222229
NOR-2017,NOR,2017,18.030542,43.207031,38.762424
NOR-2018,NOR,2018,17.522373,43.575832,38.901794
NOR-2019,NOR,2019,17.480188,44.129421,38.390388
NOR-2020,NOR,2020,17.518663,45.273285,37.20805
NZL-1990,NZL,1990,43.447365,,
NZL-1991,NZL,1991,44.373329,,
NZL-1992,NZL,1992,43.602989,,
NZL-1994,NZL,1994,42.728489,,
NZL-1995,NZL,1995,40.922394,,
NZL-1997,NZL,1997,39.565754,,
NZL-1998,NZL,1998,38.636364,,
NZL-1999,NZL,1999,38.037067,,
NZL-2000,NZL,2000,36.803673,,
NZL-2001,NZL,2001,35.522774,,
NZL-2002,NZL,2002,34.41552,,
NZL-2003,NZL,2003,33.131687,,
NZL-2004,NZL,2004,32.920467,,
NZL-2005,NZL,2005,31.6005,,
NZL-2006,NZL,2006,31.062853,,
NZL-2007,NZL,2007,28.924793,,
NZL-2008,NZL,2008,27.94714,,
NZL-2009,NZL,2009,27.84214,,
NZL-2010,NZL,2010,26.960302,,
NZL-2011,NZL,2011,25.886049,,
NZL-2012,NZL,2012,25.939383,,
NZL-2013,NZL,2013,28.640007,,
NZL-2014,NZL,2014,25.924784,35.628941,38.446278
NZL-2015,NZL,2015,25.277622,34.040531,40.681847
NZL-2016,NZL,2016,23.423424,36.275139,40.301437
NZL-2017,NZL,2017,21.118555,37.730431,41.151012
NZL-2018,NZL,2018,19.542797,39.292675,41.164528
NZL-2019,NZL,2019,19.30257,39.065784,41.631645
NZL-2020,NZL,2020,19.066416,40.121872,40.81171
OAVG-1995,OAVG,1995,41.888304,,
OAVG-1998,OAVG,1998,37.903775,20.133449,42.430559
OAVG-1999,OAVG,1999,37.189544,20.50001,42.840644
OAVG-2000,OAVG,2000,35.503431,22.081926,42.842438
OAVG-2001,OAVG,2001,36.147895,22.120269,42.16997
OAVG-2002,OAVG,2002,33.960143,23.298293,43.232013
OAVG-2003,OAVG,2003,32.615308,24.677926,43.148783
OAVG-2004,OAVG,2004,31.699633,25.084334,43.710363
OAVG-2005,OAVG,2005,29.956083,26.318972,44.173901
OAVG-2006,OAVG,2006,29.291452,26.525527,44.659087
OAVG-2007,OAVG,2007,28.529906,27.638786,44.236632
OAVG-2008,OAVG,2008,27.700151,28.580724,44.145846
OAVG-2009,OAVG,2009,27.149623,29.333305,43.949164
OAVG-2010,OAVG,2010,26.180388,30.240952,44.0301
OAVG-2011,OAVG,2011,25.951325,30.762404,43.730167
OAVG-2012,OAVG,2012,24.644767,32.183042,43.634866
OAVG-2013,OAVG,2013,24.310184,32.652397,43.579974
OAVG-2014,OAVG,2014,24.26982,33.639394,42.494833
OAVG-2015,OAVG,2015,24.218758,33.951053,42.251555
OAVG-2016,OAVG,2016,22.989976,35.249235,42.184337
OAVG-2017,OAVG,2017,22.850214,35.759683,41.813909
OAVG-2018,OAVG,2018,22.025492,36.847736,41.54567
OAVG-2019,OAVG,2019,21.429248,37.904231,41.076902
OAVG-2020,OAVG,2020,19.797522,39.221042,41.392721
POL-1995,POL,1995,26.256752,13.149148,60.594101
POL-1997,POL,1997,22.954578,10.228083,66.817337
POL-1998,POL,1998,21.707138,10.851001,67.441864
POL-1999,POL,1999,21.480509,11.2755,67.243988
POL-2000,POL,2000,20.119442,11.36204,68.518517
POL-2001,POL,2001,19.421961,11.885846,68.692192
POL-2002,POL,2002,18.766407,12.585118,68.648476
POL-2003,POL,2003,17.379782,14.17064,68.449577
POL-2004,POL,2004,16.07354,15.709586,68.216873
POL-2005,POL,2005,14.887128,16.926928,68.185944
POL-2006,POL,2006,14.18797,17.891872,67.920158
POL-2007,POL,2007,13.698365,18.688519,67.613113
POL-2008,POL,2008,12.851042,19.565832,67.583122
POL-2009,POL,2009,12.027865,21.150869,66.821266
POL-2010,POL,2010,11.485272,22.468407,66.046318
POL-2011,POL,2011,11.087381,23.283596,65.629021
POL-2012,POL,2012,10.402209,24.512804,65.084984
POL-2013,POL,2013,9.8658543,25.755669,64.378479
POL-2014,POL,2014,9.4829636,26.995474,63.521564
POL-2015,POL,2015,9.2220259,27.747267,63.030708
POL-2016,POL,2016,8.6792269,28.711193,62.609581
POL-2017,POL,2017,7.8886991,29.919453,62.191849
POL-2018,POL,2018,7.5521989,30.919592,61.52821
POL-2019,POL,2019,7.3676858,32.014767,60.61755
POL-2020,POL,2020,6.7551556,32.875156,60.369686
PRT-1994,PRT,1994,80.88382,10.669723,8.446456
PRT-1995,PRT,1995,79.913086,11.021688,9.0652218
PRT-1998,PRT,1998,82.148552,8.3049736,9.5464764
PRT-1999,PRT,1999,81.158997,8.6823721,10.158633
PRT-2000,PRT,2000,80.625755,8.8429394,10.531308
PRT-2001,PRT,2001,79.761848,9.2361002,11.002051
PRT-2002,PRT,2002,79.307739,9.4179335,11.274323
PRT-2003,PRT,2003,77.178673,10.958982,11.862341
PRT-2004,PRT,2004,74.843437,12.516933,12.639626
PRT-2005,PRT,2005,73.549492,12.844431,13.606074
PRT-2006,PRT,2006,72.390388,13.480192,14.129419
PRT-2007,PRT,2007,72.544418,13.692096,13.763488
PRT-2008,PRT,2008,71.75206,14.300379,13.947564
PRT-2009,PRT,2009,70.095329,14.66682,15.237852
PRT-2010,PRT,2010,68.082458,15.445285,16.472258
PRT-2011,PRT,2011,64.972481,17.25703,17.770487
PRT-2012,PRT,2012,62.369896,18.534111,19.095991
PRT-2013,PRT,2013,59.952484,19.307142,20.740372
PRT-2014,PRT,2014,56.719505,21.7169,21.563595
PRT-2015,PRT,2015,54.877064,22.857506,22.26543
PRT-2016,PRT,2016,53.085728,23.855154,23.05912
PRT-2017,PRT,2017,52.04673,24.039421,23.913849
PRT-2018,PRT,2018,50.189827,24.984337,24.825838
PRT-2019,PRT,2019,47.824013,26.284128,25.891859
PRT-2020,PRT,2020,44.603264,28.164339,27.232395
RUS-2010,RUS,2010,7.195199,50.371468,42.433334
RUS-2011,RUS,2011,7.2196174,50.557613,42.222771
RUS-2012,RUS,2012,6.9798198,50.516804,42.503376
RUS-2013,RUS,2013,6.7129874,51.261497,42.025513
RUS-2014,RUS,2014,6.6331944,51.567863,41.798943
RUS-2015,RUS,2015,6.3395805,52.42807,41.232349
RUS-2016,RUS,2016,6.0239758,53.056892,40.919132
RUS-2017,RUS,2017,4.757205,56.70015,38.542645
RUS-2018,RUS,2018,4.8022981,56.725521,38.472183
SVK-1997,SVK,1997,21.415857,10.498405,68.085739
SVK-1998,SVK,1998,19.799397,10.290984,69.909622
SVK-1999,SVK,1999,17.563154,10.064605,72.372238
SVK-2000,SVK,2000,16.193579,10.37334,73.433083
SVK-2001,SVK,2001,14.879944,10.942797,74.177261
SVK-2002,SVK,2002,14.090524,10.958904,74.950569
SVK-2003,SVK,2003,13.300556,11.784762,74.91468
SVK-2004,SVK,2004,13.002023,12.776853,74.221123
SVK-2005,SVK,2005,12.130613,14.004099,73.865288
SVK-2006,SVK,2006,11.190296,14.567307,74.242401
SVK-2007,SVK,2007,10.840645,14.438412,74.72094
SVK-2008,SVK,2008,10.066078,14.763523,75.170403
SVK-2009,SVK,2009,9.0549088,15.762831,75.182259
SVK-2010,SVK,2010,9.034791,17.327984,73.63723
SVK-2011,SVK,2011,8.7385187,18.617317,72.644165
SVK-2012,SVK,2012,8.2851295,18.979084,72.735786
SVK-2013,SVK,2013,8.2006197,19.87734,71.922043
SVK-2014,SVK,2014,9.1611462,20.379578,70.459274
SVK-2015,SVK,2015,8.7147398,21.149881,70.135376
SVK-2016,SVK,2016,8.2509651,21.979519,69.769516
SVK-2017,SVK,2017,8.6990681,23.095415,68.205521
SVK-2018,SVK,2018,8.4211197,24.58342,66.995461
SVK-2019,SVK,2019,8.7892141,25.786274,65.424515
SVK-2020,SVK,2020,7.5463114,26.773348,65.680344
SVN-2000,SVN,2000,25.176582,15.726464,59.096954
SVN-2002,SVN,2002,22.982054,15.257369,61.760578
SVN-2003,SVN,2003,21.86058,17.744364,60.395054
SVN-2004,SVN,2004,20.331007,19.040981,60.628014
SVN-2005,SVN,2005,19.703846,20.171976,60.12418
SVN-2006,SVN,2006,18.436632,21.387041,60.176327
SVN-2007,SVN,2007,18.181656,22.227602,59.590744
SVN-2008,SVN,2008,17.956785,22.637665,59.405548
SVN-2009,SVN,2009,16.713486,23.315817,59.970695
SVN-2010,SVN,2010,16.689947,23.716619,59.593433
SVN-2011,SVN,2011,15.523709,25.09059,59.3857
SVN-2012,SVN,2012,15.027221,26.439035,58.533745
SVN-2013,SVN,2013,14.546692,27.880541,57.572769
SVN-2014,SVN,2014,14.274657,28.600916,57.124428
SVN-2015,SVN,2015,13.213673,30.173296,56.613033
SVN-2016,SVN,2016,12.65544,30.735788,56.608772
SVN-2017,SVN,2017,12.3177,34.302807,53.379494
SVN-2018,SVN,2018,11.862703,32.455208,55.682087
SVN-2019,SVN,2019,11.202892,33.283279,55.513828
SVN-2020,SVN,2020,9.7609425,35.881027,54.358028
SWE-1991,SWE,1991,30.885897,25.235058,43.879047
SWE-1992,SWE,1992,29.650333,25.830162,44.519505
SWE-1994,SWE,1994,26.845686,27.01993,46.134384
SWE-1995,SWE,1995,25.347328,28.309612,46.34306
SWE-1997,SWE,1997,24.683062,27.536875,47.780064
SWE-1998,SWE,1998,23.859674,27.991739,48.148586
SWE-1999,SWE,1999,23.393442,28.748779,47.857777
SWE-2000,SWE,2000,22.448189,30.122953,47.42886
SWE-2001,SWE,2001,19.359905,31.602741,49.037354
SWE-2002,SWE,2002,18.423943,32.56509,49.010967
SWE-2003,SWE,2003,17.800028,33.419739,48.780231
SWE-2004,SWE,2004,17.057032,34.529377,48.413593
SWE-2005,SWE,2005,16.40815,29.645443,53.946407
SWE-2006,SWE,2006,15.924377,30.520433,53.555191
SWE-2007,SWE,2007,15.411971,31.328465,53.259563
SWE-2008,SWE,2008,14.958108,32.02702,53.01487
SWE-2009,SWE,2009,14.261111,33.060085,52.678806
SWE-2010,SWE,2010,13.727367,33.868935,52.403698
SWE-2011,SWE,2011,12.964911,35.174355,51.860733
SWE-2012,SWE,2012,12.497745,35.698952,51.803307
SWE-2013,SWE,2013,11.829718,37.034386,51.135899
SWE-2014,SWE,2014,18.445162,38.700306,42.85453
SWE-2015,SWE,2015,18.024088,39.786552,42.189362
SWE-2016,SWE,2016,17.272491,41.139179,41.588329
SWE-2017,SWE,2017,17.003588,41.936691,41.059723
SWE-2018,SWE,2018,16.712725,43.247318,40.039955
SWE-2019,SWE,2019,16.366867,43.970543,39.662586
SWE-2020,SWE,2020,16.099548,44.608795,39.291656
TUR-1991,TUR,1991,82.280052,6.3314686,11.388478
TUR-1992,TUR,1992,86.381432,4.7576094,8.8609562
TUR-1994,TUR,1994,80.244736,7.0107942,12.74447
TUR-1995,TUR,1995,76.977737,8.3635979,14.658667
TUR-1997,TUR,1997,78.995949,7.5800052,13.424049
TUR-1998,TUR,1998,78.171303,7.4544587,14.374236
TUR-1999,TUR,1999,77.53083,8.0786676,14.390502
TUR-2000,TUR,2000,76.703934,8.3461838,14.949884
TUR-2001,TUR,2001,76.448608,8.4432325,15.108155
TUR-2002,TUR,2002,74.994644,9.1408987,15.864458
TUR-2003,TUR,2003,73.536079,9.7044678,16.759451
TUR-2004,TUR,2004,72.799454,9.653903,17.546646
TUR-2005,TUR,2005,71.917953,10.23861,17.843439
TUR-2006,TUR,2006,70.854713,10.919287,18.225998
TUR-2007,TUR,2007,70.408333,11.290907,18.300762
TUR-2008,TUR,2008,69.691528,12.040659,18.267813
TUR-2009,TUR,2009,68.94503,12.710275,18.344694
TUR-2010,TUR,2010,68.793961,13.118464,18.087578
TUR-2011,TUR,2011,67.851822,14.034094,18.114084
TUR-2012,TUR,2012,66.135818,15.290227,18.573956
TUR-2013,TUR,2013,65.167839,15.907355,18.924805
TUR-2014,TUR,2014,64.367012,16.693634,18.939352
TUR-2015,TUR,2015,63.007553,18.020138,18.972311
TUR-2016,TUR,2016,61.486542,19.362528,19.15093
TUR-2017,TUR,2017,60.708405,20.013071,19.278526
TUR-2018,TUR,2018,59.763054,20.780222,19.456722
TUR-2019,TUR,2019,58.29987,21.951159,19.74897
USA-1990,USA,1990,16.766804,23.647634,59.585562
USA-1991,USA,1991,16.288632,23.749318,59.96205
USA-1992,USA,1992,15.957628,30.168661,53.873711
USA-1993,USA,1993,15.101262,31.34177,53.556969
USA-1994,USA,1994,14.857755,32.240868,52.901375
USA-1995,USA,1995,14.20853,33.278633,52.512836
USA-1996,USA,1996,14.340582,33.91544,51.743977
USA-1997,USA,1997,14.087601,34.06329,51.84911
USA-1998,USA,1998,13.544776,34.871624,51.583603
USA-1999,USA,1999,13.080087,35.761505,51.158409
USA-2000,USA,2000,12.557263,36.494774,50.94796
USA-2001,USA,2001,12.616223,37.520222,49.863556
USA-2002,USA,2002,12.656256,38.133007,49.210739
USA-2003,USA,2003,12.469723,38.42197,49.108307
USA-2004,USA,2004,12.092218,39.052998,48.854782
USA-2005,USA,2005,12.225618,39.054729,48.719654
USA-2006,USA,2006,12.203516,39.486282,48.3102
USA-2007,USA,2007,12.088685,40.270866,47.640446
USA-2008,USA,2008,11.304346,41.10516,47.590492
USA-2009,USA,2009,11.355431,41.214626,47.429943
USA-2010,USA,2010,11.030482,41.662415,47.307102
USA-2011,USA,2011,10.741901,42.44838,46.809719
USA-2012,USA,2012,10.692155,43.052437,46.255409
USA-2013,USA,2013,10.371985,43.910252,45.717762
USA-2014,USA,2014,10.429553,44.224617,45.345833
USA-2015,USA,2015,10.457861,44.629398,44.912739
USA-2016,USA,2016,9.8527498,45.666355,44.480896
USA-2017,USA,2017,9.3544931,46.3568,44.288704
USA-2018,USA,2018,9.1761637,47.431145,43.392693
USA-2019,USA,2019,9.1898708,48.340187,42.469944
USA-2020,USA,2020,8.2770815,50.055275,41.667641
ZAF-2010,ZAF,2010,57.293068,6.860743,35.846188
ZAF-2011,ZAF,2011,56.113945,7.147109,36.738945
ZAF-2012,ZAF,2012,58.530075,9.5728703,31.897055
ZAF-2013,ZAF,2013,60.621803,12.632441,26.745756
ZAF-2014,ZAF,2014,59.530769,12.759739,27.709494
ZAF-2015,ZAF,2015,59.361786,13.034455,27.603758
ZAF-2016,ZAF,2016,58.211182,13.804585,27.984232
ZAF-2017,ZAF,2017,55.935062,15.495651,28.569286
ZAF-2018,ZAF,2018,55.297176,15.387996,29.314827
ZAF-2019,ZAF,2019,54.462048,15.798151,29.739803
ZAF-2020,ZAF,2020,52.348087,15.839705,31.812206
